season,week,celebrity_name,vote_mean,vote_std,vote_CI_lower,vote_CI_upper,judge_rank,judge_score,is_eliminated,consistency
1,4,Kelly Monaco,0.22750270769793288,0.028113624819851312,0.16658054652685078,0.27691234459443953,1.0,26.0,False,0.0107395
1,4,Rachel Hunter,0.16217884397988422,0.03939077697103308,0.07915769994634947,0.22770294971815308,2.0,25.0,True,0.0107395
1,4,Joey McIntyre,0.30460015900577203,0.05424580295968066,0.22278260788034124,0.43738252062536287,4.0,20.0,False,0.0107395
1,5,John O'Hurley,0.27758596738343266,0.10545215583036902,0.0996111685606576,0.5042495506259888,1.0,27.0,False,1.0
1,5,Kelly Monaco,0.46610912610248584,0.11750472807722391,0.24322649069105645,0.6976595951381885,2.0,23.5,False,1.0
1,5,Joey McIntyre,0.2563049065140919,0.10303095314623564,0.08550376320281847,0.48100976536779483,3.0,22.5,False,1.0
1,6,John O'Hurley,0.36227000500360873,0.12775360643009262,0.13682913450109932,0.6269635418761004,2.0,27.0,False,1.0
1,6,Kelly Monaco,0.637729994996386,0.12775360643009256,0.3730364581238996,0.8631708654989008,1.0,27.5,False,1.0
2,1,Tatum O'Neal,0.10201584653750548,0.04621367848423924,0.03130594988449557,0.20856171102362328,2.0,23.0,False,0.05
2,1,Tia Carrere,0.0967368211817777,0.04476870833325645,0.028838254587726455,0.20145422626872805,6.0,20.0,False,0.05
2,1,George Hamilton,0.10393869924087683,0.04185591710504499,0.04167473648898893,0.2032978901524582,8.0,18.0,False,0.05
2,1,Lisa Rinna,0.10547017028795319,0.04541666421407436,0.03559195340609623,0.21053192915230665,7.0,19.0,False,0.05
2,1,Stacy Keibler,0.1302151615181424,0.05135780452065139,0.047689587180542864,0.2462163413150146,4.0,22.0,False,0.05
2,1,Jerry Rice,0.10236527278449634,0.0460883521429112,0.031211519938277758,0.20807329363017718,5.0,21.0,False,0.05
2,1,Giselle Fernandez,0.1031900874590521,0.04643276689201975,0.03162575958850826,0.21042212078922787,2.0,23.0,False,0.05
2,1,Master P,0.10439836718776771,0.03635967489643049,0.0512996116431263,0.19289102298863806,10.0,12.0,False,0.05
2,1,Drew Lachey,0.10677480148924375,0.04723458347711127,0.033887350299171615,0.21526353343004678,1.0,24.0,False,0.05
2,1,Kenny Mayne,0.04489477231318098,0.01816357150187846,0.013404613335763196,0.08243746767701902,9.0,13.0,True,0.05
2,2,Tatum O'Neal,0.058125452039047926,0.022449778907015733,0.01872359320981726,0.10410753995063636,8.0,17.0,True,0.05
2,2,Tia Carrere,0.10662574991316832,0.04755877998234136,0.03239431160908528,0.21580463454781523,5.0,22.0,False,0.05
2,2,George Hamilton,0.11020904414328203,0.04829951022341987,0.0341969041559723,0.22064005890558433,5.0,22.0,False,0.05
2,2,Lisa Rinna,0.11614464986418596,0.04704055473624831,0.040942738748828846,0.22468524644866147,7.0,20.0,False,0.05
2,2,Stacy Keibler,0.15336281175160238,0.055330315760383816,0.06157644218737368,0.2758211524125333,1.0,29.0,False,0.05
2,2,Jerry Rice,0.11242842044133793,0.04901682004523526,0.03530860302368029,0.22399561135215107,4.0,23.0,False,0.05
2,2,Giselle Fernandez,0.11125779849045585,0.048677558999357,0.034851402866234275,0.22195568184409697,3.0,24.0,False,0.05
2,2,Master P,0.11214399895160966,0.04132759023022308,0.04792860162202937,0.20921486241441778,9.0,16.0,False,0.05
2,2,Drew Lachey,0.11970207440530929,0.05011058925142966,0.0394641224351003,0.2335533624757232,2.0,27.0,False,0.05
2,3,Tia Carrere,0.11872999857539017,0.051359019336490556,0.04437264653313199,0.24264699737504444,3.0,26.0,False,0.05
2,3,George Hamilton,0.11952587936129606,0.04703810759297975,0.054797923332826744,0.23661964144978362,5.0,22.0,False,0.05
2,3,Lisa Rinna,0.13156225463746887,0.051521725618945795,0.05948187309587642,0.2547022374830893,4.0,25.0,False,0.05
2,3,Stacy Keibler,0.15474367933212996,0.06110832228051953,0.062055909386871146,0.29249430096298024,1.0,27.0,False,0.05
2,3,Jerry Rice,0.15045340337361246,0.04174240168214856,0.09045026035371406,0.25206054811967155,7.0,19.0,False,0.05
2,3,Giselle Fernandez,0.05924310508677847,0.019587203332571405,0.02281404053338429,0.09817223755052919,5.0,22.0,True,0.05
2,3,Master P,0.14366079085369,0.03855951651896851,0.08731030696152542,0.2378260342123519,8.0,14.0,False,0.05
2,3,Drew Lachey,0.1220808887796337,0.05263266051686655,0.04537036823502633,0.2475686491731032,1.0,27.0,False,0.05
2,4,Tia Carrere,0.14274012035339015,0.06011095447080271,0.046526532351290034,0.2792944953558561,4.0,25.0,False,0.05
2,4,George Hamilton,0.14962653554387476,0.05519007051863952,0.06249117995742409,0.27745526040020485,6.0,21.0,False,0.05
2,4,Lisa Rinna,0.1574742067512324,0.06318210881325384,0.05492174703090225,0.2991651136506265,2.0,26.0,False,0.05
2,4,Stacy Keibler,0.18339726741612583,0.06659891721038887,0.07231163650577947,0.3299973685179964,2.0,26.0,False,0.05
2,4,Jerry Rice,0.1476338456216766,0.06002117754567493,0.051001371093862824,0.28325420961863035,5.0,24.0,False,0.05
2,4,Master P,0.06607072543813856,0.029786704728546564,0.01636422336875536,0.12862152905964533,7.0,8.0,True,0.05
2,4,Drew Lachey,0.15305729887556518,0.06226094895647397,0.05225874627099853,0.29327841976050084,1.0,28.0,False,0.05
2,5,Tia Carrere,0.11064434269128086,0.039666232658392135,0.03896504778750332,0.19078669252378513,6.0,22.0,True,0.05
2,5,George Hamilton,0.1630752091491292,0.06617592432013299,0.054530995171020225,0.3092420014261043,4.0,24.0,False,0.05
2,5,Lisa Rinna,0.17116734320554494,0.0687757429106713,0.0579153460632343,0.32241035609585345,3.0,25.0,False,0.05
2,5,Stacy Keibler,0.21774072880295867,0.07397818276466178,0.08838250252900506,0.3772879623817713,1.0,30.0,False,0.05
2,5,Jerry Rice,0.17058705675662109,0.06420902863486833,0.06103815292182618,0.3120526635170485,5.0,23.0,False,0.05
2,5,Drew Lachey,0.1667853193944602,0.06876282840142448,0.054789238768384506,0.31826135456671434,2.0,27.0,False,0.05
2,6,George Hamilton,0.1246282883875775,0.043031680057123524,0.04710713144535697,0.2120275825856999,4.0,23.0,True,0.05
2,6,Lisa Rinna,0.20815280099400904,0.07579570536099223,0.07947186363203046,0.3750456325784734,3.0,27.0,False,0.05
2,6,Stacy Keibler,0.24796014432020097,0.08309796661700027,0.1028279236256551,0.4264901665498739,1.0,30.0,False,0.05
2,6,Jerry Rice,0.21780299253811614,0.06595377463253424,0.10818781415853593,0.36660143283891633,4.0,23.0,False,0.05
2,6,Drew Lachey,0.20145577376009483,0.0779273542551125,0.07165350737138519,0.37161960764029073,1.0,30.0,False,0.05
2,7,Lisa Rinna,0.17854409556854306,0.05733215994257766,0.07422466640099983,0.29566559635206563,3.0,26.5,True,0.05
2,7,Stacy Keibler,0.29842135649221124,0.09923433351478965,0.1258159765939657,0.5096949912245268,1.0,27.5,False,0.05
2,7,Jerry Rice,0.28276121096624224,0.07720956091794744,0.14837625279335923,0.45114514729344285,4.0,20.5,False,0.05
2,7,Drew Lachey,0.24027333697299913,0.09275833943751803,0.08499992112239971,0.4419390192894498,1.0,27.5,False,0.05
2,8,Stacy Keibler,0.38384681353869904,0.11783007891972415,0.17039640526580338,0.6241415498265501,2.0,28.6665,False,1.0
2,8,Jerry Rice,0.30393226087163305,0.11116864320917197,0.11311395971071608,0.5405325463503997,3.0,26.666600000000003,False,1.0
2,8,Drew Lachey,0.31222092558967623,0.11213552510599467,0.11855085610742845,0.5502094936591143,1.0,28.9998,False,1.0
3,1,Harry Hamlin,0.08328238710705198,0.03761856443662782,0.027283725618580508,0.17177376003480302,8.0,17.0,False,0.05
3,1,Vivica A. Fox,0.0899402041191157,0.04108397498741411,0.027761006967269256,0.1857220677115054,3.0,22.0,False,0.05
3,1,Monique Coleman,0.0857632372435215,0.03931733498441396,0.02698782425846403,0.17799554925656916,6.0,19.0,False,0.05
3,1,Joey Lawrence,0.09615335911839124,0.04228685896375652,0.031111491814189977,0.19406014395341611,5.0,21.0,False,0.05
3,1,Mario Lopez,0.11272703047928911,0.0458316069800461,0.040012632049791684,0.2167278852677182,1.0,26.0,False,0.05
3,1,Emmitt Smith,0.09678825773209238,0.04283628000127683,0.030992268840960797,0.1960490336762084,2.0,24.0,False,0.05
3,1,Shanna Moakler,0.0905212463218234,0.04023553371701333,0.03011845146894345,0.18456012064385183,7.0,18.0,False,0.05
3,1,Willa Ford,0.09871667795143965,0.042906051952441605,0.03214774943963433,0.19784954453255357,3.0,22.0,False,0.05
3,1,Sara Evans,0.11531786073839115,0.044650308543390985,0.04627142149935483,0.2179567180355636,10.0,15.0,False,0.05
3,1,Jerry Springer,0.087168373324444,0.03838561943943067,0.03012351989252745,0.177706363959854,9.0,16.0,False,0.05
3,1,Tucker Carlson,0.04362136586444271,0.01713913053938573,0.012799889097529927,0.0777163794853014,11.0,12.0,True,0.05
3,2,Harry Hamlin,0.09905424688171453,0.03712824893559923,0.04499183945357214,0.18772243418495865,7.0,21.0,False,0.05
3,2,Vivica A. Fox,0.09784287960983651,0.039674331043955895,0.039288421497829316,0.19132739158554068,3.0,24.0,False,0.05
3,2,Monique Coleman,0.10063027379175668,0.041817868990902396,0.037731838921442815,0.19801195172232647,2.0,26.0,False,0.05
3,2,Joey Lawrence,0.11248293536954986,0.04523198897686698,0.04144585916794726,0.21540727045914013,1.0,29.0,False,0.05
3,2,Mario Lopez,0.10909826587617458,0.040463202898100126,0.04950261502171907,0.20481091588311165,7.0,21.0,False,0.05
3,2,Emmitt Smith,0.10046686849345243,0.04067985604487244,0.04036166418977994,0.19658438960257651,3.0,24.0,False,0.05
3,2,Shanna Moakler,0.04236953580123074,0.013363107292015959,0.017204454831749906,0.06866857610510589,6.0,22.0,True,0.05
3,2,Willa Ford,0.10503622415102425,0.04092608731998924,0.04410303100399374,0.20043592005048033,5.0,23.0,False,0.05
3,2,Sara Evans,0.1288088642729191,0.04573889813592649,0.058871277655664356,0.23354990651271085,7.0,21.0,False,0.05
3,2,Jerry Springer,0.10420990575234018,0.03649137416913626,0.05148668072834398,0.1921769329720349,10.0,19.0,False,0.05
3,3,Harry Hamlin,0.04657990757916858,0.015546630686892576,0.01768882289945015,0.07747500352585693,4.0,22.0,True,0.05
3,3,Vivica A. Fox,0.11212740611607418,0.04663781035125325,0.04120719451780224,0.21977797798217275,1.0,27.0,False,0.05
3,3,Monique Coleman,0.1129519536893616,0.04675232355151316,0.04160142486178717,0.2208631114952959,1.0,27.0,False,0.05
3,3,Joey Lawrence,0.11524666328337953,0.04392628286684902,0.0500259096901192,0.2181603882956841,4.0,22.0,False,0.05
3,3,Mario Lopez,0.12076990227225977,0.04544662783092181,0.05264540608916337,0.22699836485775207,4.0,22.0,False,0.05
3,3,Emmitt Smith,0.11366996747103851,0.03965806618201928,0.05560821496538903,0.20901732890860072,9.0,19.0,False,0.05
3,3,Willa Ford,0.11640905359893176,0.044249755322953326,0.05071782948477617,0.22049448875930708,4.0,22.0,False,0.05
3,3,Sara Evans,0.14871636126373888,0.05304160915083998,0.06340273593130073,0.26797297026215094,3.0,25.0,False,0.05
3,3,Jerry Springer,0.11352878472605285,0.04228865284632165,0.05139112883788875,0.21429782239857054,8.0,21.0,False,0.05
3,4,Vivica A. Fox,0.055344845669444184,0.01783724418227986,0.021918234537203755,0.09009401861070651,4.0,24.0,True,0.05
3,4,Monique Coleman,0.12397307466412574,0.04563040181955612,0.055669205639225304,0.23185000773321848,4.0,24.0,False,0.05
3,4,Joey Lawrence,0.1318856184929734,0.050484422381888217,0.054950208973977815,0.24835039689889668,3.0,27.0,False,0.05
3,4,Mario Lopez,0.142443086847755,0.05346482896999048,0.05778652984446118,0.2638321595374584,1.0,29.0,False,0.05
3,4,Emmitt Smith,0.12543061537719016,0.04616344652106886,0.05633017300074794,0.2342260219865447,4.0,24.0,False,0.05
3,4,Willa Ford,0.13436856962773042,0.051458657238676604,0.05478757021339272,0.2524024514120315,2.0,28.0,False,0.05
3,4,Sara Evans,0.15757171826188765,0.050748469644030854,0.08038487876142726,0.27500057019447055,8.0,20.0,False,0.05
3,4,Jerry Springer,0.12898247105889105,0.04474525066330577,0.06230632505176358,0.23462780113411721,7.0,22.0,False,0.05
3,5,Monique Coleman,0.14471865213998414,0.05062196025543089,0.0691252441487891,0.2633104635351365,1.0,27.0,False,0.05
3,5,Joey Lawrence,0.15214924417596806,0.05036103042216564,0.07709210157808447,0.27090229340119293,5.0,25.0,False,0.05
3,5,Mario Lopez,0.1579983707693163,0.054160628239416794,0.07530375531257182,0.2825071707866788,1.0,27.0,False,0.05
3,5,Emmitt Smith,0.1460734803904317,0.05106659014541133,0.06959817623448541,0.265759377014049,1.0,27.0,False,0.05
3,5,Willa Ford,0.066306676355588,0.019089853968108375,0.029291636996775745,0.10272130708918148,1.0,27.0,True,0.05
3,5,Sara Evans,0.18176191663173766,0.05743006500258784,0.09349182299751466,0.3137937979880593,6.0,24.0,False,0.05
3,5,Jerry Springer,0.1509916595369747,0.048179711787453894,0.07909068446140846,0.26533889454341386,6.0,24.0,False,0.05
3,6,Monique Coleman,0.1864957878542796,0.07886749459011577,0.05966895023915026,0.36284180688700535,4.0,23.0,False,1.0
3,6,Joey Lawrence,0.20500537170611974,0.08206673054549589,0.07168224181454268,0.3875253297974313,3.0,24.0,False,1.0
3,6,Mario Lopez,0.23570425498163305,0.08604408629058719,0.09071566029929548,0.4238515541486654,1.0,28.0,False,1.0
3,6,Emmitt Smith,0.19852946369856406,0.08088861069233376,0.0672197079180407,0.37872955538866054,2.0,25.0,False,1.0
3,6,Jerry Springer,0.174265121759411,0.07663647342354087,0.05261464746639347,0.3467067143197559,5.0,18.0,False,1.0
3,7,Monique Coleman,0.210701767532128,0.07133526980339552,0.09727833748983071,0.3738474591788344,4.0,27.0,False,0.05
3,7,Joey Lawrence,0.2229070090314499,0.07582742136183208,0.10198136887852377,0.3943055957492014,1.0,28.5,False,0.05
3,7,Mario Lopez,0.2324160690497263,0.07716064619650614,0.10865630243103339,0.4065418883109377,3.0,28.0,False,0.05
3,7,Emmitt Smith,0.2147920741523836,0.07414889073314533,0.09632715133535355,0.3839932649422093,1.0,28.5,False,0.05
3,7,Jerry Springer,0.11918308023431455,0.0365930518993019,0.04801936789555345,0.18762508102709513,5.0,23.0,True,0.05
3,8,Monique Coleman,0.14547506159287565,0.04264832956343449,0.06118815285093023,0.22254307389021893,4.0,26.5,True,0.05
3,8,Joey Lawrence,0.2838398482386519,0.08278709861605868,0.14994922888783163,0.47123649723105976,2.0,27.0,False,0.05
3,8,Mario Lopez,0.295239877866142,0.08768938187422816,0.15334294450377117,0.49158719483331204,1.0,28.5,False,0.05
3,8,Emmitt Smith,0.2754452123023273,0.0807002499739951,0.1442083918264566,0.45844444159840214,2.0,27.0,False,0.05
3,9,Joey Lawrence,0.3321324239464956,0.11361014556793236,0.13297771284344628,0.5695118031424634,1.0,29.5,False,1.0
3,9,Mario Lopez,0.3518879833793396,0.11533863605332721,0.14636749968554036,0.5909258927465925,1.0,29.5,False,1.0
3,9,Emmitt Smith,0.31597959267416215,0.11229915293754193,0.12126877878290022,0.5548486621157629,1.0,29.5,False,1.0
3,10,Mario Lopez,0.5266646378846316,0.14568529937564917,0.24354992976735426,0.8007005904133527,1.0,29.666600000000003,False,1.0
3,10,Emmitt Smith,0.4733353621153652,0.14568529937564897,0.1992994095866473,0.7564500702326457,1.0,29.666600000000003,False,1.0
4,1,John Ratzenberger,0.08527873727970198,0.04166243139792872,0.02288422833128307,0.18216462038153755,8.0,17.0,False,1.0
4,1,Ian Ziering,0.09510335299872968,0.04371735358792209,0.02823048751319953,0.196080763843694,3.0,21.0,False,1.0
4,1,Clyde Drexler,0.08292957143748118,0.041148416423482395,0.02208549358410302,0.18055130709858822,9.0,16.0,False,1.0
4,1,Laila Ali,0.10142799128890434,0.04525955254409661,0.03153530980851064,0.20563110136182966,2.0,23.0,False,1.0
4,1,Apolo Anton Ohno,0.09517166167089063,0.04396016756700982,0.028056024437200906,0.196858485208689,3.0,21.0,False,1.0
4,1,Shandi Finnessey,0.0903268876613633,0.042933978550928696,0.025408072425306804,0.19042529236438938,5.0,19.0,False,1.0
4,1,Paulina Porizkova,0.09073277109597455,0.04293829430113928,0.025616022543151193,0.19051073935867066,5.0,19.0,False,1.0
4,1,Heather Mills,0.09588411081232545,0.04398202604039528,0.02828537414431988,0.19779537887562545,7.0,18.0,False,1.0
4,1,Billy Ray Cyrus,0.0792385547173319,0.04025079547028613,0.01986488638585469,0.1741808661230353,11.0,13.0,False,1.0
4,1,Joey Fatone,0.1026931548943344,0.045404924007575516,0.03253852879077232,0.2072259819279318,1.0,24.0,False,1.0
4,1,Leeza Gibbons,0.08121320614296235,0.0407257918720276,0.020883371169335162,0.17717948969612526,10.0,15.0,False,1.0
4,2,John Ratzenberger,0.09341728730567789,0.03797509201055217,0.038562090598765864,0.18402779994923138,6.0,21.0,False,0.05
4,2,Ian Ziering,0.09404183280188443,0.0388564601943104,0.03704045784046609,0.1861231720333234,5.0,22.0,False,0.05
4,2,Clyde Drexler,0.09487252486712741,0.03505226394576901,0.044876025475707786,0.17964569164471308,11.0,18.0,False,0.05
4,2,Laila Ali,0.10182133831725025,0.043037166622542596,0.03571037756132626,0.2015097715740406,1.0,27.0,False,0.05
4,2,Apolo Anton Ohno,0.09856973878039754,0.04206744557844214,0.03450234358774509,0.19567396704954243,2.0,26.0,False,0.05
4,2,Shandi Finnessey,0.09386123717092164,0.03713552875002578,0.040330468943225645,0.1827658633828681,10.0,20.0,False,0.05
4,2,Paulina Porizkova,0.036263668829055844,0.01208476964683249,0.01385243466848736,0.060344212120668275,6.0,21.0,True,0.05
4,2,Heather Mills,0.10171481336328457,0.041912544164915376,0.03829336296479162,0.19907455147165243,3.0,24.0,False,0.05
4,2,Billy Ray Cyrus,0.09537723518731388,0.03843580767608778,0.039529692230100735,0.1867567917487413,6.0,21.0,False,0.05
4,2,Joey Fatone,0.09634647010837441,0.04074931434532775,0.03536192227410863,0.19140741934746358,3.0,24.0,False,0.05
4,2,Leeza Gibbons,0.09371385326870922,0.037869859372685236,0.038643732442524545,0.18419265247223185,6.0,21.0,False,0.05
4,3,John Ratzenberger,0.10356930023279833,0.040478136774566326,0.04506709549122183,0.1998297170443082,9.0,20.0,False,0.05
4,3,Ian Ziering,0.10581014476864618,0.04447495588337694,0.03882040371642641,0.20881245105357343,1.0,24.0,False,0.05
4,3,Clyde Drexler,0.10863407196589162,0.036503552795723135,0.0562725241937777,0.1977831755505041,10.0,16.0,False,0.05
4,3,Laila Ali,0.10556236210754436,0.04215310796884547,0.0438709206078635,0.20531437803016295,6.0,21.0,False,0.05
4,3,Apolo Anton Ohno,0.10500636585392889,0.043804752096048956,0.04002684030924192,0.2071756725640243,5.0,23.0,False,0.05
4,3,Shandi Finnessey,0.04037122297397957,0.013510603637106393,0.015334739043955771,0.06702514426339494,6.0,21.0,True,0.05
4,3,Heather Mills,0.1129411443824341,0.04625914800888285,0.04270751852302283,0.21997820333934387,1.0,24.0,False,0.05
4,3,Billy Ray Cyrus,0.10546947935480887,0.042054259901337876,0.043744615539169904,0.20454201911081643,6.0,21.0,False,0.05
4,3,Joey Fatone,0.1066976988283002,0.04466023243619009,0.03948220228888612,0.21022693078293522,1.0,24.0,False,0.05
4,3,Leeza Gibbons,0.10593820953167006,0.04437545218130924,0.0396240840220222,0.21010959401703058,1.0,24.0,False,0.05
4,4,John Ratzenberger,0.11056708175929396,0.04336083862309951,0.04600398141044414,0.21399535809564707,7.0,16.0,False,0.05
4,4,Ian Ziering,0.11856468406182476,0.051157389771819564,0.03977682371691231,0.23588272072194302,3.0,24.0,False,0.05
4,4,Clyde Drexler,0.11210071766478683,0.04252744840357677,0.04836655092923389,0.213373009111667,9.0,15.0,False,0.05
4,4,Laila Ali,0.11485312848309777,0.04928741533923442,0.04057638638910285,0.23019128042874787,5.0,21.0,False,0.05
4,4,Apolo Anton Ohno,0.12382672935042183,0.052635645760381475,0.04200645490233621,0.24350264244227962,2.0,26.0,False,0.05
4,4,Heather Mills,0.12460731157312827,0.05199681069323548,0.043634018446076624,0.24437697699567634,4.0,23.0,False,0.05
4,4,Billy Ray Cyrus,0.11528768780669979,0.0492532362992178,0.04078755880353123,0.22921749205730646,5.0,21.0,False,0.05
4,4,Joey Fatone,0.12938936592637848,0.05352159487901791,0.04455233034108384,0.2507397112229593,1.0,28.0,False,0.05
4,4,Leeza Gibbons,0.050803293374365587,0.019049371798887493,0.016622602050622833,0.08956075269957567,7.0,16.0,True,0.05
4,5,John Ratzenberger,0.1200830881120577,0.050869015345477775,0.042799506165831586,0.23877129165660815,6.0,18.0,False,0.05
4,5,Ian Ziering,0.13152340031922216,0.056429388981557214,0.0441397609096594,0.2611144901002562,4.0,24.0,False,0.05
4,5,Clyde Drexler,0.06462168040545213,0.025748089926393623,0.01885128622414266,0.11655979444994327,8.0,13.0,True,0.05
4,5,Laila Ali,0.14485654470379083,0.05911910879386998,0.05035318037937542,0.2779859830202485,2.0,28.0,False,0.05
4,5,Apolo Anton Ohno,0.1482437164063453,0.05969164539715015,0.0520468063989976,0.28318863837384456,1.0,30.0,False,0.05
4,5,Heather Mills,0.13331630041696782,0.05562542046891536,0.047215453409872245,0.260826216208852,5.0,21.0,False,0.05
4,5,Billy Ray Cyrus,0.12241736417305327,0.05063319127037999,0.04497935017909548,0.24142928693033255,7.0,17.0,False,0.05
4,5,Joey Fatone,0.13493790546310935,0.05721377798152174,0.04526809062261217,0.2650378835539456,3.0,25.0,False,0.05
4,6,John Ratzenberger,0.1568213061277423,0.04929321527294976,0.08249212882117096,0.2741019370149677,7.0,19.0,False,0.05
4,6,Ian Ziering,0.1512824996575595,0.05534254691522448,0.06777412154112009,0.28048188324664175,4.0,24.0,False,0.05
4,6,Laila Ali,0.15726064301013679,0.060589300965722355,0.06408336759975505,0.2959033877724672,1.0,28.0,False,0.05
4,6,Apolo Anton Ohno,0.15554682677288598,0.06016308873089527,0.06252806127427776,0.29228278084138143,1.0,28.0,False,0.05
4,6,Heather Mills,0.06949264484129263,0.0215323116422973,0.028448738295595966,0.1113555109533147,5.0,23.0,True,0.05
4,6,Billy Ray Cyrus,0.15524468325499002,0.052391505290168165,0.07653807165145553,0.2794632789737578,6.0,21.0,False,0.05
4,6,Joey Fatone,0.1543513963353906,0.059154101692521874,0.06323254514433733,0.28936397367212047,3.0,27.0,False,0.05
4,7,John Ratzenberger,0.08739851021783825,0.02878795688372788,0.03291755369250871,0.14266203082629805,5.0,22.5,True,0.05
4,7,Ian Ziering,0.17891859976393718,0.06620666984135964,0.07586419457241146,0.3302697328099951,3.0,27.0,False,0.05
4,7,Laila Ali,0.18558793051351935,0.06926002783722725,0.0757266273010595,0.34143071536569747,1.0,29.5,False,0.05
4,7,Apolo Anton Ohno,0.17881394908638473,0.06627438724658904,0.07584117690884572,0.33114329193046105,3.0,27.0,False,0.05
4,7,Billy Ray Cyrus,0.18500780630153685,0.05700644168785148,0.095732326745713,0.318970262086173,6.0,19.0,False,0.05
4,7,Joey Fatone,0.18427320411678613,0.06945626194845338,0.0750820606812107,0.34097740279844596,1.0,29.5,False,0.05
4,8,Ian Ziering,0.21353858354705738,0.07501098243611772,0.09368470173489997,0.384728084987246,4.0,23.5,False,0.05
4,8,Laila Ali,0.22023201644085544,0.07961190870592674,0.09302422975565863,0.3996201761234838,3.0,26.5,False,0.05
4,8,Apolo Anton Ohno,0.22359788731496416,0.08209676160209105,0.09154599642399036,0.40665067936450117,1.0,29.0,False,0.05
4,8,Billy Ray Cyrus,0.12208295451248259,0.04107134242082232,0.04375180755088001,0.19965510729895494,5.0,19.0,True,0.05
4,8,Joey Fatone,0.22054855818464383,0.08039784165256762,0.09151958277063246,0.40095953752369956,2.0,27.5,False,0.05
4,9,Ian Ziering,0.14875047393056187,0.041569025594226795,0.06530001968862137,0.2233351617845937,4.0,29.0,True,0.05
4,9,Laila Ali,0.2852318501784874,0.08296860774671223,0.15226565903987363,0.4735235010028106,1.0,30.0,False,0.05
4,9,Apolo Anton Ohno,0.282739951738352,0.08136140637509086,0.15137510592700223,0.46770653240922105,3.0,29.5,False,0.05
4,9,Joey Fatone,0.2832777241525977,0.08252676352093581,0.15081776514849107,0.47071053459686935,1.0,30.0,False,0.05
4,10,Laila Ali,0.33303952387114527,0.11754886917678818,0.12764308377111686,0.5812799706881864,3.0,28.333200000000005,False,1.0
4,10,Apolo Anton Ohno,0.3351015791478809,0.11843877669268958,0.12867665147132556,0.5837754440134983,1.0,29.3332,False,1.0
4,10,Joey Fatone,0.33185889698097765,0.11750819826430792,0.12756829728524158,0.5771131623496564,2.0,28.6665,False,1.0
5,1,Cameron Mathison,0.08260691215476255,0.03639490735728047,0.028633363143585718,0.16883404074701658,5.0,21.0,False,0.05
5,1,Jane Seymour,0.09167094120771964,0.03937687368214668,0.03122461872902765,0.182309234975375,3.0,24.0,False,0.05
5,1,Sabrina Bryan,0.09493805287536286,0.04033039873187081,0.03218873828326102,0.18785591437857105,1.0,26.0,False,0.05
5,1,Jennie Garth,0.08495177526079473,0.03696704278847908,0.029790629273576334,0.17151511817486093,5.0,21.0,False,0.05
5,1,Floyd Mayweather Jr. ,0.08046675024367014,0.03387483819262308,0.030804847477324367,0.16131066651510328,11.0,18.0,False,0.05
