season,week,celebrity_name,vote_mean,prior_mean,vote_std,vote_CI_lower,vote_CI_upper,consistency_acceptance,consistency_kl,is_eliminated
2,1,Giselle Fernandez,0.10211389940844255,0.10159637655203198,0.06937449283428802,0.012745463171033589,0.27679775275409857,0.43343639487890706,0.01967404676700972,False
2,1,Master P,0.11115713638221174,0.09342986285970586,0.06722918207195752,0.012809179438929745,0.26097206411859136,0.43343639487890706,0.01967404676700972,False
2,1,Drew Lachey,0.10479453588646222,0.10235641269645433,0.06949033639389554,0.01045473664038012,0.27365565246826623,0.43343639487890706,0.01967404676700972,False
2,1,Kenny Mayne,0.0440973369256261,0.09414426255856181,0.029918114071844994,0.0037569916615081793,0.11441057353820304,0.43343639487890706,0.01967404676700972,True
2,2,Tatum O'Neal,0.05701825773588937,0.10483152344021043,0.03903414497499976,0.0058296378365051025,0.14642952866185185,0.5637343320187181,0.015523612579352503,True
2,2,Tia Carrere,0.11230699354565725,0.10890316385830646,0.07439099937232409,0.012499486864096401,0.29590502507410277,0.5637343320187181,0.015523612579352503,False
2,2,George Hamilton,0.11776913839079,0.11142040899763732,0.07603527109301036,0.012806643729448845,0.3012569615315608,0.5637343320187181,0.015523612579352503,False
2,2,Lisa Rinna,0.12205951019199844,0.11031197382221744,0.0770329021690879,0.015054968404674114,0.31116804305980306,0.5637343320187181,0.015523612579352503,False
2,2,Stacy Keibler,0.12811077002234114,0.12285725719881813,0.07891724071159928,0.01776370435155628,0.316065617989639,0.5637343320187181,0.015523612579352503,False
2,2,Jerry Rice,0.11415644924118802,0.1108552431294587,0.07331523083328469,0.013394264723697072,0.2937296726730958,0.5637343320187181,0.015523612579352503,False
2,2,Giselle Fernandez,0.11284661813239952,0.10991284374800521,0.07476724113979376,0.015319428596643085,0.28927365681870376,0.5637343320187181,0.015523612579352503,False
2,2,Master P,0.1261285078554232,0.10847280095366059,0.07411615652565855,0.017199168308393572,0.2944037189319629,0.5637343320187181,0.015523612579352503,False
2,2,Drew Lachey,0.10960375488431337,0.11243478485168558,0.07298967505364344,0.013346649526528954,0.28910883255827985,0.5637343320187181,0.015523612579352503,False
2,3,Tia Carrere,0.12914871387260454,0.12426580899929256,0.08512644673390103,0.014189710399382474,0.3414317578135951,0.30679663164898296,0.030816792261752924,False
2,3,George Hamilton,0.12902658961702826,0.12349129980520636,0.07869171151494399,0.02254306564249864,0.3177008752652733,0.30679663164898296,0.030816792261752924,False
2,3,Lisa Rinna,0.13470883972671657,0.1273234093844672,0.07720023131588387,0.02603798537049693,0.3331597549509532,0.30679663164898296,0.030816792261752924,False
2,3,Stacy Keibler,0.13648859214180745,0.13783869939080895,0.08490894515513114,0.018790325590633056,0.35903539760595193,0.30679663164898296,0.030816792261752924,False
2,3,Jerry Rice,0.14659908637611802,0.1203257916396987,0.08587953358207968,0.015554877737993406,0.333516389428624,0.30679663164898296,0.030816792261752924,False
2,3,Giselle Fernandez,0.05228437523986333,0.12179924353652422,0.034487514424730845,0.009379989001076937,0.13691066360071755,0.30679663164898296,0.030816792261752924,True
2,3,Master P,0.1457212244838266,0.12090535146248124,0.08799232526184182,0.021578547760680054,0.34481321765078504,0.30679663164898296,0.030816792261752924,False
2,3,Drew Lachey,0.12602257854203489,0.12405039578152073,0.07794553016098667,0.019405167989690955,0.30303011701706717,0.30679663164898296,0.030816792261752924,False
2,4,Tia Carrere,0.14795988500742818,0.14150652053265886,0.08693008994571502,0.0179214139048946,0.3526502263738432,0.6364367668509703,0.014015076494216017,False
2,4,George Hamilton,0.16325811715554062,0.13817055128620834,0.09328003774895297,0.02404236571787918,0.38290310679508716,0.6364367668509703,0.014015076494216017,False
2,4,Lisa Rinna,0.14703946828773318,0.1447542454203005,0.09290595647889228,0.01890647597778724,0.35874072026138093,0.6364367668509703,0.014015076494216017,False
2,4,Stacy Keibler,0.1551042244147506,0.1533123332406845,0.09628930790640132,0.022950183996472775,0.3830442776342685,0.6364367668509703,0.014015076494216017,False
2,4,Jerry Rice,0.1620898339046759,0.146547170095207,0.09393358423267091,0.02416005619617792,0.38247734331811334,0.6364367668509703,0.014015076494216017,False
2,4,Master P,0.08270459993077904,0.1326947227157399,0.0541359275035535,0.010406960913607337,0.2109543426087721,0.6364367668509703,0.014015076494216017,True
2,4,Drew Lachey,0.14184387129909268,0.14301445670920088,0.0903743811317019,0.017426843259313752,0.35519893239445627,0.6364367668509703,0.014015076494216017,False
2,5,Tia Carrere,0.11854981633094022,0.16007963841747055,0.07492298164833154,0.014981511665730208,0.29997697867525297,0.7760241166473226,0.00752729094231559,True
2,5,George Hamilton,0.17398679494155964,0.16736544416180954,0.10541543203758456,0.02373071653387665,0.42784841044862565,0.7760241166473226,0.00752729094231559,False
2,5,Lisa Rinna,0.17414896191909698,0.16339743373567894,0.10627530584483097,0.023228619824765928,0.42598840881995237,0.7760241166473226,0.00752729094231559,False
2,5,Stacy Keibler,0.18330877732763717,0.1801590177327417,0.112207789086365,0.023254429753709702,0.44084053306982846,0.7760241166473226,0.00752729094231559,False
2,5,Jerry Rice,0.18537884576376998,0.16598131095814533,0.10513332234958533,0.029864167132836635,0.4295388097565369,0.7760241166473226,0.00752729094231559,False
2,5,Drew Lachey,0.16462680371699598,0.1630171549941538,0.10359728438876556,0.021342087497105068,0.39978465877581126,0.7760241166473226,0.00752729094231559,False
2,6,George Hamilton,0.13542433310743335,0.19215355794607553,0.08484825298954375,0.019151880566418804,0.34639707132199604,0.6976820555549551,0.012213458961714201,True
2,6,Lisa Rinna,0.21673159341872827,0.1980860137011592,0.11592615102909845,0.03739677547025103,0.4764118915049889,0.6976820555549551,0.012213458961714201,False
2,6,Stacy Keibler,0.2234342526865005,0.2156317719990199,0.13180398944740346,0.035462096840095665,0.5354851115349214,0.6976820555549551,0.012213458961714201,False
2,6,Jerry Rice,0.22372800013383534,0.19611914875514458,0.11739717830392428,0.04014371300996886,0.4856901284918962,0.6976820555549551,0.012213458961714201,False
2,6,Drew Lachey,0.20068182065350243,0.19800950759860073,0.11898345630105561,0.03192168320436911,0.4763220394582786,0.6976820555549551,0.012213458961714201,False
2,7,Lisa Rinna,0.19133020193904968,0.24954207671949782,0.11394074728554933,0.029190890678026094,0.46724503164777803,0.7611906164836334,0.011356176689718611,True
2,7,Stacy Keibler,0.27215833971023784,0.26615470314201034,0.14018843374043854,0.05465558712744104,0.5832354551147266,0.7611906164836334,0.011356176689718611,False
2,7,Jerry Rice,0.28282727811063535,0.23923761632382698,0.13710301579345258,0.054325741755851,0.56893941488893,0.7611906164836334,0.011356176689718611,False
2,7,Drew Lachey,0.25368418024007616,0.24506560381466475,0.1416244976802081,0.035497344169221776,0.560952913754126,0.7611906164836334,0.011356176689718611,False
2,8,Stacy Keibler,0.35107581753379724,0.34654669617984046,0.1636172021057375,0.07453885888696579,0.6822328786204096,0.9999999999999998,0.00015874800707581585,False
2,8,Jerry Rice,0.3203279995902264,0.32867576546097405,0.1606555245229629,0.06729614881186048,0.6783778736589001,0.9999999999999998,0.00015874800707581585,False
2,8,Drew Lachey,0.32859618287597486,0.32477753835918555,0.16637677080561586,0.061394639909572044,0.6862428920467821,0.9999999999999998,0.00015874800707581585,False
3,1,Harry Hamlin,0.09528662853227823,0.0874236681360605,0.0654646756259239,0.01078039031650264,0.27128817610872685,0.4639673166712812,0.01981084057929782,False
3,1,Vivica A. Fox,0.09403628867725518,0.09053773758931447,0.06506940841974754,0.009506580205789485,0.25867500884485617,0.4639673166712812,0.01981084057929782,False
3,1,Monique Coleman,0.09349211867025572,0.08867120242654078,0.06398748019931531,0.011287691941542888,0.25866154556953425,0.4639673166712812,0.01981084057929782,False
3,1,Joey Lawrence,0.08967126194159676,0.09028571515973217,0.06335051514389936,0.008624525570440524,0.2534856507246342,0.4639673166712812,0.01981084057929782,False
3,1,Mario Lopez,0.09322720519083301,0.09466262361233621,0.06451750880165114,0.008132007577965497,0.2454796943906821,0.4639673166712812,0.01981084057929782,False
3,1,Emmitt Smith,0.09518089154179096,0.09180538505425039,0.06436678863349167,0.009880919173681437,0.24857756384463217,0.4639673166712812,0.01981084057929782,False
3,1,Shanna Moakler,0.09582747137663757,0.08831384448852525,0.06344771387191003,0.011725104198493354,0.25422285841122005,0.4639673166712812,0.01981084057929782,False
3,1,Willa Ford,0.09525643860793649,0.09099885896692474,0.06732174570092866,0.013158579540488146,0.277685447959906,0.4639673166712812,0.01981084057929782,False
3,1,Sara Evans,0.11576910596995985,0.10605370925803809,0.066885117136325,0.017653402866079238,0.2706036008097515,0.4639673166712812,0.01981084057929782,False
3,1,Jerry Springer,0.09646059045034734,0.08693617823169643,0.06510940694312517,0.012657199979766434,0.2604169492971172,0.4639673166712812,0.01981084057929782,False
3,1,Tucker Carlson,0.03579199904110803,0.084311077076581,0.02047487735718093,0.004461112141010619,0.08088774566537205,0.4639673166712812,0.01981084057929782,True
3,2,Harry Hamlin,0.10304235630109485,0.09707358589386596,0.06409366501608134,0.016362720732016233,0.257928750031759,0.2394920832285518,0.034724569807089156,False
3,2,Vivica A. Fox,0.1062294824670856,0.09796109514425974,0.06817084605635637,0.01616169011420396,0.2801584858097481,0.2394920832285518,0.034724569807089156,False
3,2,Monique Coleman,0.10805979038614498,0.098647618418508,0.07124858937525538,0.014785885971437509,0.2709565323823165,0.2394920832285518,0.034724569807089156,False
3,2,Joey Lawrence,0.10362138532528756,0.09898710653741129,0.07014629500301674,0.010644960487420327,0.2862928674314045,0.2394920832285518,0.034724569807089156,False
3,2,Mario Lopez,0.10689268451368827,0.09763468086045086,0.06732829841235445,0.018370800077462,0.2792027701641324,0.2394920832285518,0.034724569807089156,False
3,2,Emmitt Smith,0.10386041936696926,0.09834444147620637,0.06462980780052634,0.014814229212300922,0.2744749499159622,0.2394920832285518,0.034724569807089156,False
3,2,Shanna Moakler,0.03043779791411824,0.09787665157225378,0.019996231332624455,0.003614885891350614,0.07739393709968036,0.2394920832285518,0.034724569807089156,True
3,2,Willa Ford,0.1047311439651277,0.09826777849300572,0.06621499892408962,0.013035330705673127,0.267386093297926,0.2394920832285518,0.034724569807089156,False
3,2,Sara Evans,0.12285013685115453,0.11851493200234497,0.06971306914935228,0.026041750455088435,0.29542851946891907,0.2394920832285518,0.034724569807089156,False
3,2,Jerry Springer,0.11027480290932919,0.09669210960169322,0.06770521498790735,0.015713693447673108,0.27413565431373305,0.2394920832285518,0.034724569807089156,False
3,3,Harry Hamlin,0.036749774883815874,0.10704832845282787,0.022999057065023837,0.004454420793222397,0.09052826605511156,0.2814484683655042,0.03425966571286154,True
3,3,Vivica A. Fox,0.11340637006690112,0.1106660467700227,0.07332070915503953,0.018074951186048398,0.2965014238295871,0.2814484683655042,0.03425966571286154,False
3,3,Monique Coleman,0.1208544504522747,0.11126218837298087,0.07903278310862309,0.011458037645838557,0.3106887028024088,0.2814484683655042,0.03425966571286154,False
3,3,Joey Lawrence,0.1177769461873681,0.10753619931729531,0.07106539565123075,0.017761389670957993,0.29561787375058446,0.2814484683655042,0.03425966571286154,False
3,3,Mario Lopez,0.1198467587953755,0.10962054903691386,0.0708192037117485,0.019392160508575222,0.2924660723115725,0.2814484683655042,0.03425966571286154,False
3,3,Emmitt Smith,0.11997744857679962,0.10578098301138085,0.06989712958391664,0.01769516513078788,0.2901270644982355,0.2814484683655042,0.03425966571286154,False
3,3,Willa Ford,0.11156276451009638,0.10796957438612184,0.069757538948212,0.020207349709835995,0.2849705983519364,0.2814484683655042,0.03425966571286154,False
3,3,Sara Evans,0.13793428605567593,0.13112649358612602,0.07750446073431137,0.027645565343638694,0.31780047055286426,0.2814484683655042,0.03425966571286154,False
3,3,Jerry Springer,0.12189120047169197,0.10898963706633061,0.07301477513242377,0.02384699075512217,0.3194702277764186,0.2814484683655042,0.03425966571286154,False
3,4,Vivica A. Fox,0.04493613472745772,0.11975513357303498,0.02806742511301693,0.0061661986845182775,0.10988782812297375,0.31032521173014027,0.034761149538271474,True
3,4,Monique Coleman,0.13558147803258738,0.12220734988992177,0.07968841242156789,0.019756484983034985,0.3165930526182985,0.31032521173014027,0.034761149538271474,False
3,4,Joey Lawrence,0.13280468098667159,0.12329929540085428,0.08204810584331759,0.02145445618374931,0.329439880857628,0.31032521173014027,0.034761149538271474,False
3,4,Mario Lopez,0.12706573514231073,0.12628574897748052,0.08167167133165766,0.020322958561907755,0.3350903434753323,0.31032521173014027,0.034761149538271474,False
3,4,Emmitt Smith,0.1348084832208113,0.12193612677705258,0.0799738590620196,0.02689710749433367,0.3493313706520896,0.31032521173014027,0.034761149538271474,False
3,4,Willa Ford,0.12583629851449685,0.12192746286944516,0.0786834441470293,0.01913648241750908,0.3358034724180485,0.31032521173014027,0.034761149538271474,False
3,4,Sara Evans,0.1586790907573509,0.143106301081219,0.08286562129244403,0.040716670670230125,0.35911887924484315,0.31032521173014027,0.034761149538271474,False
3,4,Jerry Springer,0.14028809861831407,0.1214825814309918,0.08294528661697244,0.023970311056043136,0.3400725468703144,0.31032521173014027,0.034761149538271474,False
3,5,Monique Coleman,0.15759690858602599,0.14022901702771715,0.08983685555523853,0.027789205850118032,0.36983412520740394,0.29320294258256135,0.03681237794369417,False
3,5,Joey Lawrence,0.15375154421766182,0.13823036701524763,0.08846489197328468,0.027042006524293224,0.3684788371087246,0.29320294258256135,0.03681237794369417,False
3,5,Mario Lopez,0.1444611227082432,0.13900153200393484,0.08275825850039693,0.028554284533418284,0.33755193206091494,0.29320294258256135,0.03681237794369417,False
3,5,Emmitt Smith,0.15802605667615946,0.1399909269220715,0.09454314277514173,0.0288247263190758,0.3797950382399072,0.29320294258256135,0.03681237794369417,False
3,5,Willa Ford,0.05443343856630164,0.13743772980309385,0.036529043394206547,0.0067734159963971485,0.1399815368759496,0.29320294258256135,0.03681237794369417,True
3,5,Sara Evans,0.17990430798229873,0.1653396552682299,0.0906477186281477,0.041073374516785416,0.3893624544882302,0.29320294258256135,0.03681237794369417,False
3,5,Jerry Springer,0.1518266212633093,0.13977077195970516,0.08667008289414825,0.0249363654206124,0.3855423816161246,0.29320294258256135,0.03681237794369417,False
3,6,Monique Coleman,0.1962076946578236,0.20034251638256056,0.11824929017964445,0.030599579686436562,0.4871091928758419,0.9999999999999998,0.00012793711746811667,False
3,6,Joey Lawrence,0.19852306745670045,0.20076413074148342,0.11681438976349999,0.029585700707062856,0.47424723132961477,0.9999999999999998,0.00012793711746811667,False
3,6,Mario Lopez,0.2058284406643934,0.20463604639918515,0.11901066345353206,0.030720888891728484,0.47840556761491654,0.9999999999999998,0.00012793711746811667,False
3,6,Emmitt Smith,0.20355272640984776,0.20352065970067038,0.11956769258137832,0.02946953923919411,0.48397970664286183,0.9999999999999998,0.00012793711746811667,False
3,6,Jerry Springer,0.19588807081123472,0.19073664677610058,0.1159687315994343,0.02912644591017707,0.4669803967645927,0.9999999999999998,0.00012793711746811667,False
3,7,Monique Coleman,0.21937781696757186,0.19827175471605307,0.11970665569897626,0.04014146283354676,0.49532446724444024,0.5360975434086934,0.028230937294055514,False
3,7,Joey Lawrence,0.2247629435243683,0.20144176875189326,0.12385286046073292,0.034140696415916445,0.5155820006793461,0.5360975434086934,0.028230937294055514,False
3,7,Mario Lopez,0.22778621738916235,0.20469529039926213,0.12058963283079654,0.04458800192023692,0.5033566503029714,0.5360975434086934,0.028230937294055514,False
3,7,Emmitt Smith,0.22228881940126707,0.20249686522911603,0.12249382829147373,0.04349620021056793,0.4975608950310678,0.5360975434086934,0.028230937294055514,False
3,7,Jerry Springer,0.10578420271763038,0.19309432090367543,0.06316628594664837,0.017150042930017248,0.2515455678335769,0.5360975434086934,0.028230937294055514,True
3,8,Monique Coleman,0.1494677616440069,0.2463409545237201,0.09218727939027332,0.02675992047306166,0.3814558300085382,0.531953132399677,0.028313872868819895,True
3,8,Joey Lawrence,0.28919541033393303,0.24973602108119544,0.13513933376116852,0.05264052119089855,0.5819327975736849,0.531953132399677,0.028313872868819895,False
3,8,Mario Lopez,0.28396734703451354,0.2555931144646107,0.13235577769053886,0.05621048950189078,0.5721917813052393,0.531953132399677,0.028313872868819895,False
3,8,Emmitt Smith,0.27736948098754544,0.24832990993047388,0.12794902567281774,0.054639881973998695,0.5502503424100847,0.531953132399677,0.028313872868819895,False
3,9,Joey Lawrence,0.3324917604363547,0.3348268335121995,0.16270881989417338,0.07104200055862173,0.6753505215633911,0.9999999999999998,4.610495000670605e-05,False
3,9,Mario Lopez,0.3331291813131777,0.335313199578155,0.16093875402651323,0.07339163992454062,0.6730704872398579,0.9999999999999998,4.610495000670605e-05,False
3,9,Emmitt Smith,0.33437905825046754,0.3298599669096455,0.160458192943268,0.07287818388075007,0.6680104339549733,0.9999999999999998,4.610495000670605e-05,False
3,10,Mario Lopez,0.5027173310668611,0.5017974436749363,0.20007941803830914,0.1266651600760839,0.8792207954246312,0.9999999999999998,1.6924159287262175e-06,False
3,10,Emmitt Smith,0.49728266893313844,0.4982025563250638,0.2000794180383092,0.12077920457536884,0.8733348399239161,0.9999999999999998,1.6924159287262175e-06,False
4,1,John Ratzenberger,0.08836968208672745,0.08972943485960433,0.0614485118991013,0.009806753916319093,0.23837500192204203,0.9999999999999998,0.00010939339091894625,False
4,1,Ian Ziering,0.09176328211036044,0.0923563351523992,0.06446693244778058,0.011053563599851414,0.2505200713295818,0.9999999999999998,0.00010939339091894625,False
4,1,Clyde Drexler,0.08948525228560861,0.089073341402646,0.06270518870215566,0.008549620303605227,0.24523646035673874,0.9999999999999998,0.00010939339091894625,False
4,1,Laila Ali,0.09337782298998558,0.09369895440264672,0.06445750829119534,0.010001989002212315,0.24507324465755495,0.9999999999999998,0.00010939339091894625,False
4,1,Apolo Anton Ohno,0.08969632270423458,0.09235818234034573,0.06288668660715496,0.01050472514861383,0.24708715186293922,0.9999999999999998,0.00010939339091894625,False
4,1,Shandi Finnessey,0.09152201034541703,0.09104350085380454,0.06530289851818544,0.0072119520710840525,0.2608664453086789,0.9999999999999998,0.00010939339091894625,False
4,1,Paulina Porizkova,0.08968515265678614,0.09104558113329593,0.0638257958154246,0.008189788709713127,0.24732934109522386,0.9999999999999998,0.00010939339091894625,False
4,1,Heather Mills,0.09172159411408708,0.09079209285503198,0.06519437632490728,0.008604897980076695,0.2509932818884413,0.9999999999999998,0.00010939339091894625,False
4,1,Billy Ray Cyrus,0.08923337582986535,0.08714963227803292,0.06399370670791976,0.009804820712007608,0.24890842370536193,0.9999999999999998,0.00010939339091894625,False
4,1,Joey Fatone,0.09575284393839868,0.09433168752209584,0.06452140192620277,0.010695033383161223,0.25450858700844065,0.9999999999999998,0.00010939339091894625,False
4,1,Leeza Gibbons,0.08939266093852874,0.0884212572000969,0.06468950161602673,0.008579528382187866,0.23878931936829104,0.9999999999999998,0.00010939339091894625,False
4,2,John Ratzenberger,0.09449101646125872,0.0896231212182177,0.05947609515463479,0.012858051144844795,0.2335451637016054,0.22727914823322382,0.03522255816262506,False
4,2,Ian Ziering,0.10225381024727578,0.09103004487480591,0.06647994572651264,0.011128672367886882,0.27017192959816827,0.22727914823322382,0.03522255816262506,False
4,2,Clyde Drexler,0.09717454324733711,0.0887997607272801,0.05827909309953221,0.014664813006885243,0.23120056459246083,0.22727914823322382,0.03522255816262506,False
4,2,Laila Ali,0.09112774193617865,0.09346585914093049,0.06474465207423054,0.009008296981777264,0.24289101907452737,0.22727914823322382,0.03522255816262506,False
4,2,Apolo Anton Ohno,0.0917871408799785,0.09195490502212435,0.06550893825434542,0.012665885129772916,0.25007085856903855,0.22727914823322382,0.03522255816262506,False
4,2,Shandi Finnessey,0.09907889259497178,0.09018480201243806,0.06839376091519705,0.01331793253245165,0.2830720625385822,0.22727914823322382,0.03522255816262506,False
4,2,Paulina Porizkova,0.025854167548901547,0.09002111463589117,0.016549613119280892,0.0029691425925227033,0.06570427655476704,0.22727914823322382,0.03522255816262506,True
4,2,Heather Mills,0.09560900901454218,0.09207132155395603,0.066203750568355,0.012885423082675668,0.2658644794016781,0.22727914823322382,0.03522255816262506,False
4,2,Billy Ray Cyrus,0.10116817167328351,0.08991226782391558,0.06661955568718335,0.015263758519254014,0.2558096230191026,0.22727914823322382,0.03522255816262506,False
4,2,Joey Fatone,0.10077475438545182,0.09300456233340945,0.06700856453268808,0.014580439219443143,0.25061985828817174,0.22727914823322382,0.03522255816262506,False
4,2,Leeza Gibbons,0.10068075201082087,0.08993224065703113,0.06357445648474326,0.011497086783749303,0.2504129214947139,0.22727914823322382,0.03522255816262506,False
4,3,John Ratzenberger,0.10917138234384105,0.0981928750141433,0.06591955941420326,0.013216619764071041,0.2700192565913728,0.23325576595464975,0.03578562557645058,False
4,3,Ian Ziering,0.11053015666577817,0.10253183058411078,0.07504459200618617,0.013362506204223239,0.3236667494127335,0.23325576595464975,0.03578562557645058,False
4,3,Clyde Drexler,0.11154072692816967,0.09720051292728547,0.06613641268328885,0.01601727050060561,0.27154740523924187,0.23325576595464975,0.03578562557645058,False
4,3,Laila Ali,0.10633753966362329,0.09760555137848721,0.06980127910229612,0.015441623668178268,0.27296050949404527,0.23325576595464975,0.03578562557645058,False
4,3,Apolo Anton Ohno,0.10812700337829194,0.09872016307757858,0.06647240587262095,0.017422320545510468,0.259820912619078,0.23325576595464975,0.03578562557645058,False
4,3,Shandi Finnessey,0.03112563526099966,0.10012619415677909,0.019077124934724066,0.003935831327185468,0.07563111052788292,0.23325576595464975,0.03578562557645058,True
4,3,Heather Mills,0.10619595912469833,0.10070572553630003,0.06419468971395954,0.015788730632239754,0.24923223240863915,0.23325576595464975,0.03578562557645058,False
4,3,Billy Ray Cyrus,0.10715787870112044,0.10082498154043948,0.0644946482170423,0.017867109927947093,0.27066205772017327,0.23325576595464975,0.03578562557645058,False
4,3,Joey Fatone,0.10383417532472788,0.10206460886675782,0.0627794837495583,0.016794700786061448,0.24611804146642693,0.23325576595464975,0.03578562557645058,False
4,3,Leeza Gibbons,0.1059795426087493,0.10202755691811818,0.06849478580997803,0.015525494029975466,0.27178622559816523,0.23325576595464975,0.03578562557645058,False
4,4,John Ratzenberger,0.12475507166278985,0.10861093367300788,0.07520971422386394,0.01843169953438637,0.3129154320688143,0.3956383488752386,0.027857172330161058,False
4,4,Ian Ziering,0.11829345690986016,0.11367354619030141,0.07454207190579001,0.015782570090744744,0.30181819011874994,0.3956383488752386,0.027857172330161058,False
4,4,Clyde Drexler,0.12483610746607818,0.10880605496207382,0.0722372776181906,0.019743345059165772,0.28873959431456697,0.3956383488752386,0.027857172330161058,False
4,4,Laila Ali,0.11766876533346375,0.11060091149126346,0.07567773702647067,0.016999084658347655,0.31425204884406477,0.3956383488752386,0.027857172330161058,False
