season,week,celebrity_name,estimated_vote_share,judge_rank,judge_score,popularity_ratio,is_eliminated
2,8,Stacy Keibler,0.38300352667881443,2.0,28.6665,0.2607986960065199,False
2,8,Jerry Rice,0.304929460030011,3.0,26.666600000000003,0.0456397718011409,False
2,8,Drew Lachey,0.31206701329117686,1.0,28.9998,0.0254515599343185,False
3,1,Harry Hamlin,0.08338512467203262,8.0,17.0,0.0067057837384744,False
3,1,Vivica A. Fox,0.08974609414905851,3.0,22.0,0.000836820083682,False
3,1,Monique Coleman,0.08595277260611735,6.0,19.0,0.0108968985750209,False
3,1,Joey Lawrence,0.09606436741000589,5.0,21.0,0.0778242677824267,False
3,1,Mario Lopez,0.11281183534809067,1.0,26.0,0.1380753138075313,False
3,1,Emmitt Smith,0.09671800484022937,2.0,24.0,0.0259849119865884,False
3,1,Shanna Moakler,0.0902581569774992,7.0,18.0,0.0686192468619247,False
3,1,Willa Ford,0.09877765128740647,3.0,22.0,0.0846605196982397,False
3,1,Sara Evans,0.11541293259325924,10.0,15.0,0.3630203291384317,False
3,1,Jerry Springer,0.08716026516750264,9.0,16.0,0.0528080469404861,False
3,1,Tucker Carlson,0.043712794948793536,11.0,12.0,0.0117351215423302,True
3,2,Harry Hamlin,0.09913007382268184,7.0,21.0,0.0067057837384744,False
3,2,Vivica A. Fox,0.09805354485123303,3.0,24.0,0.000836820083682,False
3,2,Monique Coleman,0.10074102725613272,2.0,26.0,0.0108968985750209,False
3,2,Joey Lawrence,0.11227982686568097,1.0,29.0,0.0778242677824267,False
3,2,Mario Lopez,0.10898727913946253,7.0,21.0,0.1380753138075313,False
3,2,Emmitt Smith,0.10046789119717534,3.0,24.0,0.0259849119865884,False
3,2,Shanna Moakler,0.042305231981221304,6.0,22.0,0.0686192468619247,True
3,2,Willa Ford,0.10499235500477194,5.0,23.0,0.0846605196982397,False
3,2,Sara Evans,0.1288050229716932,7.0,21.0,0.3630203291384317,False
3,2,Jerry Springer,0.10423774690995266,10.0,19.0,0.0528080469404861,False
3,3,Harry Hamlin,0.046534344083938486,4.0,22.0,0.0067057837384744,True
3,3,Vivica A. Fox,0.11206914331884274,1.0,27.0,0.000836820083682,False
3,3,Monique Coleman,0.11326054644112328,1.0,27.0,0.0108968985750209,False
3,3,Joey Lawrence,0.11543484227729199,4.0,22.0,0.0778242677824267,False
3,3,Mario Lopez,0.12103828922677504,4.0,22.0,0.1380753138075313,False
3,3,Emmitt Smith,0.11341995447231203,9.0,19.0,0.0259849119865884,False
3,3,Willa Ford,0.11601325428814017,4.0,22.0,0.0846605196982397,False
3,3,Sara Evans,0.14880873707979667,3.0,25.0,0.3630203291384317,False
3,3,Jerry Springer,0.11342088881178129,8.0,21.0,0.0528080469404861,False
3,4,Vivica A. Fox,0.0553530937029794,4.0,24.0,0.000836820083682,True
3,4,Monique Coleman,0.123965019330214,4.0,24.0,0.0108968985750209,False
3,4,Joey Lawrence,0.1319552997974651,3.0,27.0,0.0778242677824267,False
3,4,Mario Lopez,0.14249496959163055,1.0,29.0,0.1380753138075313,False
3,4,Emmitt Smith,0.12532507052623326,4.0,24.0,0.0259849119865884,False
3,4,Willa Ford,0.13407375087897488,2.0,28.0,0.0846605196982397,False
3,4,Sara Evans,0.15775944442179493,8.0,20.0,0.3630203291384317,False
3,4,Jerry Springer,0.12907335175070647,7.0,22.0,0.0528080469404861,False
3,5,Monique Coleman,0.1446627913568009,1.0,27.0,0.0108968985750209,False
3,5,Joey Lawrence,0.15216433471292654,5.0,25.0,0.0778242677824267,False
3,5,Mario Lopez,0.15780163740579278,1.0,27.0,0.1380753138075313,False
3,5,Emmitt Smith,0.14633728068247623,1.0,27.0,0.0259849119865884,False
3,5,Willa Ford,0.06630476855471341,1.0,27.0,0.0846605196982397,True
3,5,Sara Evans,0.18143612226638306,6.0,24.0,0.3630203291384317,False
3,5,Jerry Springer,0.15129306502090717,6.0,24.0,0.0528080469404861,False
3,6,Monique Coleman,0.18674564239186425,4.0,23.0,0.0108968985750209,False
3,6,Joey Lawrence,0.205468607672894,3.0,24.0,0.0778242677824267,False
3,6,Mario Lopez,0.23516511807398566,1.0,28.0,0.1380753138075313,False
3,6,Emmitt Smith,0.19842878892594382,2.0,25.0,0.0259849119865884,False
3,6,Jerry Springer,0.17419184293530948,5.0,18.0,0.0528080469404861,False
3,7,Monique Coleman,0.2105009368671149,4.0,27.0,0.0108968985750209,False
3,7,Joey Lawrence,0.22318555877781546,1.0,28.5,0.0778242677824267,False
3,7,Mario Lopez,0.23265854578544723,3.0,28.0,0.1380753138075313,False
3,7,Emmitt Smith,0.21433611280592252,1.0,28.5,0.0259849119865884,False
3,7,Jerry Springer,0.11931884576369817,5.0,23.0,0.0528080469404861,True
3,8,Monique Coleman,0.14526320634527887,4.0,26.5,0.0108968985750209,True
3,8,Joey Lawrence,0.2837110916793683,2.0,27.0,0.0778242677824267,False
3,8,Mario Lopez,0.2959068296405929,1.0,28.5,0.1380753138075313,False
3,8,Emmitt Smith,0.2751188723347584,2.0,27.0,0.0259849119865884,False
3,9,Joey Lawrence,0.33203006799588736,1.0,29.5,0.0778242677824267,False
3,9,Mario Lopez,0.351364650209405,1.0,29.5,0.1380753138075313,False
3,9,Emmitt Smith,0.3166052817947025,1.0,29.5,0.0259849119865884,False
3,10,Mario Lopez,0.5257788360269003,1.0,29.666600000000003,0.1380753138075313,False
3,10,Emmitt Smith,0.47422116397309866,1.0,29.666600000000003,0.0259849119865884,False
4,1,John Ratzenberger,0.08548529176135773,8.0,17.0,0.0087668030391583,False
4,1,Ian Ziering,0.09506172477674264,3.0,21.0,0.0151603498542274,False
4,1,Clyde Drexler,0.08285948308515806,9.0,16.0,0.0075978959672706,False
4,1,Laila Ali,0.10163202357397208,2.0,23.0,0.0315604909409701,False
4,1,Apolo Anton Ohno,0.0952481744822017,3.0,21.0,0.0169491525423728,False
4,1,Shandi Finnessey,0.0901049195455929,5.0,19.0,0.0134424313267095,False
4,1,Paulina Porizkova,0.09074211427920648,5.0,19.0,0.015780245470485,False
4,1,Heather Mills,0.09568503332726626,7.0,18.0,0.0800701344243132,False
4,1,Billy Ray Cyrus,0.07910355321039557,11.0,13.0,0.0338983050847457,False
4,1,Joey Fatone,0.10275424797669917,1.0,24.0,0.021624780829924,False
4,1,Leeza Gibbons,0.08132343398140478,10.0,15.0,0.0140268848626534,False
4,2,John Ratzenberger,0.09310009859880249,6.0,21.0,0.0087668030391583,False
4,2,Ian Ziering,0.09407364124628226,5.0,22.0,0.0151603498542274,False
4,2,Clyde Drexler,0.09472662664632353,11.0,18.0,0.0075978959672706,False
4,2,Laila Ali,0.10173341248922092,1.0,27.0,0.0315604909409701,False
4,2,Apolo Anton Ohno,0.09876412711303523,2.0,26.0,0.0169491525423728,False
4,2,Shandi Finnessey,0.09379598461882106,10.0,20.0,0.0134424313267095,False
4,2,Paulina Porizkova,0.03630581243793374,6.0,21.0,0.015780245470485,True
4,2,Heather Mills,0.10208871845089339,3.0,24.0,0.0800701344243132,False
4,2,Billy Ray Cyrus,0.0955071902159674,6.0,21.0,0.0338983050847457,False
4,2,Joey Fatone,0.09634938740478874,3.0,24.0,0.021624780829924,False
4,2,Leeza Gibbons,0.09355500077793198,6.0,21.0,0.0140268848626534,False
4,3,John Ratzenberger,0.10343394338135427,9.0,20.0,0.0087668030391583,False
4,3,Ian Ziering,0.10594727902661855,1.0,24.0,0.0151603498542274,False
4,3,Clyde Drexler,0.10865085064152274,10.0,16.0,0.0075978959672706,False
4,3,Laila Ali,0.10519475384991836,6.0,21.0,0.0315604909409701,False
4,3,Apolo Anton Ohno,0.10519022781440844,5.0,23.0,0.0169491525423728,False
4,3,Shandi Finnessey,0.04039408766814097,6.0,21.0,0.0134424313267095,True
4,3,Heather Mills,0.11263987458458341,1.0,24.0,0.0800701344243132,False
4,3,Billy Ray Cyrus,0.10577297520680247,6.0,21.0,0.0338983050847457,False
4,3,Joey Fatone,0.10671912516598434,1.0,24.0,0.021624780829924,False
4,3,Leeza Gibbons,0.10605688266066934,1.0,24.0,0.0140268848626534,False
4,4,John Ratzenberger,0.11089028023172787,7.0,16.0,0.0087668030391583,False
4,4,Ian Ziering,0.11860463256499246,3.0,24.0,0.0151603498542274,False
4,4,Clyde Drexler,0.11205496363081151,9.0,15.0,0.0075978959672706,False
4,4,Laila Ali,0.11526782112281535,5.0,21.0,0.0315604909409701,False
4,4,Apolo Anton Ohno,0.12332214663357852,2.0,26.0,0.0169491525423728,False
4,4,Heather Mills,0.12467921727813615,4.0,23.0,0.0800701344243132,False
4,4,Billy Ray Cyrus,0.1150956927221178,5.0,21.0,0.0338983050847457,False
4,4,Joey Fatone,0.12930683716899183,1.0,28.0,0.021624780829924,False
4,4,Leeza Gibbons,0.050778408646828886,7.0,16.0,0.0140268848626534,True
4,5,John Ratzenberger,0.1200146569513237,6.0,18.0,0.0087668030391583,False
4,5,Ian Ziering,0.13159007131947623,4.0,24.0,0.0151603498542274,False
4,5,Clyde Drexler,0.06466053600325149,8.0,13.0,0.0075978959672706,True
4,5,Laila Ali,0.1447342898115609,2.0,28.0,0.0315604909409701,False
4,5,Apolo Anton Ohno,0.1480572084848388,1.0,30.0,0.0169491525423728,False
4,5,Heather Mills,0.1336524777818972,5.0,21.0,0.0800701344243132,False
4,5,Billy Ray Cyrus,0.12241470931357525,7.0,17.0,0.0338983050847457,False
4,5,Joey Fatone,0.1348760503340794,3.0,25.0,0.021624780829924,False
4,6,John Ratzenberger,0.15676982302063383,7.0,19.0,0.0087668030391583,False
4,6,Ian Ziering,0.15125467028034073,4.0,24.0,0.0151603498542274,False
4,6,Laila Ali,0.1574831311902758,1.0,28.0,0.0315604909409701,False
4,6,Apolo Anton Ohno,0.15509223772670025,1.0,28.0,0.0169491525423728,False
4,6,Heather Mills,0.06956708240221782,5.0,23.0,0.0800701344243132,True
4,6,Billy Ray Cyrus,0.1552431923594719,6.0,21.0,0.0338983050847457,False
4,6,Joey Fatone,0.15458986302036104,3.0,27.0,0.021624780829924,False
4,7,John Ratzenberger,0.08755943513953764,5.0,22.5,0.0087668030391583,True
4,7,Ian Ziering,0.17843139529810836,3.0,27.0,0.0151603498542274,False
4,7,Laila Ali,0.18611682269688415,1.0,29.5,0.0315604909409701,False
4,7,Apolo Anton Ohno,0.17905737467811114,3.0,27.0,0.0169491525423728,False
4,7,Billy Ray Cyrus,0.1852161614045756,6.0,19.0,0.0338983050847457,False
4,7,Joey Fatone,0.18361881078278308,1.0,29.5,0.021624780829924,False
4,8,Ian Ziering,0.21341612689920605,4.0,23.5,0.0151603498542274,False
4,8,Laila Ali,0.22004820325063862,3.0,26.5,0.0315604909409701,False
4,8,Apolo Anton Ohno,0.22394807623109594,1.0,29.0,0.0169491525423728,False
4,8,Billy Ray Cyrus,0.12212111676448573,5.0,19.0,0.0338983050847457,True
4,8,Joey Fatone,0.22046647685457563,2.0,27.5,0.021624780829924,False
4,9,Ian Ziering,0.1492041654129465,4.0,29.0,0.0151603498542274,True
4,9,Laila Ali,0.2844400874267573,1.0,30.0,0.0315604909409701,False
4,9,Apolo Anton Ohno,0.28297022362221336,3.0,29.5,0.0169491525423728,False
4,9,Joey Fatone,0.2833855235380872,1.0,30.0,0.021624780829924,False
4,10,Laila Ali,0.3331054118523952,3.0,28.333200000000005,0.0315604909409701,False
4,10,Apolo Anton Ohno,0.3348143427844192,1.0,29.3332,0.0169491525423728,False
4,10,Joey Fatone,0.33208024536318625,2.0,28.6665,0.021624780829924,False
5,1,Cameron Mathison,0.08252564850436589,5.0,21.0,0.0101123595505617,False
5,1,Jane Seymour,0.09186956498739789,3.0,24.0,0.0634831460674157,False
5,1,Sabrina Bryan,0.095158834211986,1.0,26.0,0.0623595505617977,False
5,1,Jennie Garth,0.08485824438039652,5.0,21.0,0.0365168539325842,False
5,1,Floyd Mayweather Jr. ,0.08039389936855577,11.0,18.0,0.0005512679162072,False
5,1,Josie Maran,0.03847589274700256,12.0,16.0,0.0179271708683473,True
5,1,Albert Reed,0.08341621713069028,5.0,21.0,0.0207282913165266,False
5,1,Helio Castroneves,0.08888021352438223,2.0,25.0,0.0179271708683473,False
5,1,Mel B,0.08702988759855053,3.0,24.0,0.0140056022408963,False
5,1,Wayne Newton,0.0843960062979513,10.0,19.0,0.0521008403361344,False
5,1,Marie Osmond,0.09622740715275563,5.0,21.0,0.1647058823529411,False
5,1,Mark Cuban,0.08676818409596661,5.0,21.0,0.0605042016806722,False
5,2,Cameron Mathison,0.09119116682048169,5.0,21.0,0.0101123595505617,False
5,2,Jane Seymour,0.09533090249668565,5.0,21.0,0.0634831460674157,False
5,2,Sabrina Bryan,0.10126681699404744,2.0,26.0,0.0623595505617977,False
5,2,Jennie Garth,0.09313538628155607,5.0,21.0,0.0365168539325842,False
5,2,Floyd Mayweather Jr. ,0.09005387350821518,5.0,21.0,0.0005512679162072,False
5,2,Albert Reed,0.03433278429340886,5.0,21.0,0.0207282913165266,True
5,2,Helio Castroneves,0.09854076190093138,1.0,27.0,0.0179271708683473,False
5,2,Mel B,0.09211327616306313,4.0,23.0,0.0140056022408963,False
5,2,Wayne Newton,0.09997717824565053,11.0,15.0,0.0521008403361344,False
5,2,Marie Osmond,0.10786031627426561,3.0,24.0,0.1647058823529411,False
5,2,Mark Cuban,0.09619753702169055,10.0,18.0,0.0605042016806722,False
5,3,Cameron Mathison,0.09921151017274756,7.0,23.0,0.0101123595505617,False
5,3,Jane Seymour,0.11023781977096596,1.0,27.0,0.0634831460674157,False
5,3,Sabrina Bryan,0.11025953736694533,1.0,27.0,0.0623595505617977,False
5,3,Jennie Garth,0.1055526060818191,4.0,26.0,0.0365168539325842,False
5,3,Floyd Mayweather Jr. ,0.0973601506126355,8.0,21.0,0.0005512679162072,False
5,3,Helio Castroneves,0.10099679775105316,6.0,24.0,0.0179271708683473,False
5,3,Mel B,0.10500556445638827,1.0,27.0,0.0140056022408963,False
5,3,Wayne Newton,0.04994117730728565,10.0,18.0,0.0521008403361344,True
5,3,Marie Osmond,0.11911382378247574,4.0,26.0,0.1647058823529411,False
5,3,Mark Cuban,0.10232101269768439,9.0,20.0,0.0605042016806722,False
5,4,Cameron Mathison,0.11393517457242995,2.0,27.0,0.0101123595505617,False
5,4,Jane Seymour,0.11835852472108496,5.0,26.0,0.0634831460674157,False
5,4,Sabrina Bryan,0.1238972651951444,1.0,30.0,0.0623595505617977,False
5,4,Jennie Garth,0.11668082051752918,2.0,27.0,0.0365168539325842,False
5,4,Floyd Mayweather Jr. ,0.0525565610803257,8.0,23.0,0.0005512679162072,True
5,4,Helio Castroneves,0.11490594881015333,2.0,27.0,0.0179271708683473,False
5,4,Mel B,0.11347384692675316,5.0,26.0,0.0140056022408963,False
5,4,Marie Osmond,0.12886083525963027,5.0,26.0,0.1647058823529411,False
5,4,Mark Cuban,0.11733102291694922,9.0,22.0,0.0605042016806722,False
5,5,Cameron Mathison,0.12839605430004045,3.0,26.0,0.0101123595505617,False
5,5,Jane Seymour,0.1347463168176514,3.0,26.0,0.0634831460674157,False
5,5,Sabrina Bryan,0.13756612442575894,2.0,28.0,0.0623595505617977,False
5,5,Jennie Garth,0.13039813220302493,5.0,25.0,0.0365168539325842,False
5,5,Helio Castroneves,0.12804951439048576,6.0,23.0,0.0179271708683473,False
5,5,Mel B,0.13387710693126673,1.0,29.0,0.0140056022408963,False
5,5,Marie Osmond,0.14255674214649067,7.0,21.0,0.1647058823529411,False
5,5,Mark Cuban,0.06441000878528162,7.0,21.0,0.0605042016806722,True
5,6,Cameron Mathison,0.14913890824986695,4.0,25.0,0.0101123595505617,False
5,6,Jane Seymour,0.15715213237632042,7.0,22.0,0.0634831460674157,False
5,6,Sabrina Bryan,0.06980897887254027,4.0,25.0,0.0623595505617977,True
5,6,Jennie Garth,0.1524705924420339,3.0,27.0,0.0365168539325842,False
5,6,Helio Castroneves,0.15118772099119765,2.0,28.0,0.0179271708683473,False
5,6,Mel B,0.1533943268568914,1.0,30.0,0.0140056022408963,False
5,6,Marie Osmond,0.16684734021115724,6.0,23.0,0.1647058823529411,False
5,7,Cameron Mathison,0.1779196925538545,5.0,25.5,0.0101123595505617,False
5,7,Jane Seymour,0.08733156009799038,6.0,25.0,0.0634831460674157,True
5,7,Jennie Garth,0.1805620519557642,2.0,26.5,0.0365168539325842,False
5,7,Helio Castroneves,0.17802818141317253,3.0,26.0,0.0179271708683473,False
5,7,Mel B,0.17814845597532955,1.0,27.0,0.0140056022408963,False
5,7,Marie Osmond,0.19801005800389873,3.0,26.0,0.1647058823529411,False
5,8,Cameron Mathison,0.10790370719740128,3.0,25.5,0.0101123595505617,True
5,8,Jennie Garth,0.22006483839554353,4.0,25.0,0.0365168539325842,False
5,8,Helio Castroneves,0.2167778679538154,1.0,28.5,0.0179271708683473,False
5,8,Mel B,0.2161222256359383,2.0,28.0,0.0140056022408963,False
5,8,Marie Osmond,0.23913136081730382,5.0,24.5,0.1647058823529411,False
5,9,Jennie Garth,0.1480958737694419,3.0,29.0,0.0365168539325842,True
5,9,Helio Castroneves,0.2757811609127917,1.0,30.0,0.0179271708683473,False
5,9,Mel B,0.27485623947293053,1.0,30.0,0.0140056022408963,False
5,9,Marie Osmond,0.30126672584484027,4.0,28.0,0.1647058823529411,False
5,10,Helio Castroneves,0.32745658987245985,2.0,27.999900000000004,0.0179271708683473,False
5,10,Mel B,0.3290230353037815,1.0,28.3332,0.0140056022408963,False
5,10,Marie Osmond,0.3435203748237577,3.0,23.0,0.1647058823529411,False
6,1,Cristian de la Fuente,0.06743615633740709,6.0,21.0,0.0123691722169362,False
6,1,Steve Guttenberg,0.062414234305999565,8.0,18.0,0.0109419600380589,False
6,1,Priscilla Presley,0.08038862859308724,2.0,24.0,0.1108468125594671,False
6,1,Marlee Matlin,0.07105767021066108,4.0,22.0,0.0356803044719314,False
6,1,Shannon Elizabeth,0.07826306842718402,6.0,21.0,0.1470028544243577,False
6,1,Marissa Jaret Winokur,0.06309809033847058,8.0,18.0,0.016650808753568,False
6,1,Jason Taylor,0.07457214517058017,4.0,22.0,0.0803996194100856,False
6,1,Kristi Yamaguchi,0.07927978010659589,1.0,27.0,0.0383073496659242,False
6,1,Monica Seles,0.05846939033138788,11.0,15.0,0.0227171492204899,False
6,1,Penn Jillette,0.05867001649069142,10.0,16.0,0.0028544243577545,False
6,1,Adam Carolla,0.059785520425113335,11.0,15.0,0.0375832540437678,False
6,1,Mario,0.2465652992628209,2.0,24.0,2.162534435261708,False
6,2,Cristian de la Fuente,0.06642891060589136,8.0,20.0,0.0123691722169362,False
6,2,Steve Guttenberg,0.06592340133905786,11.0,16.0,0.0109419600380589,False
6,2,Priscilla Presley,0.07470573356472324,6.0,21.0,0.1108468125594671,False
6,2,Marlee Matlin,0.07318460591084563,4.0,24.0,0.0356803044719314,False
6,2,Shannon Elizabeth,0.08220149014115458,4.0,24.0,0.1470028544243577,False
6,2,Marissa Jaret Winokur,0.06767408109458563,6.0,21.0,0.016650808753568,False
6,2,Jason Taylor,0.08129870464630591,1.0,27.0,0.0803996194100856,False
6,2,Kristi Yamaguchi,0.0782257255621566,1.0,27.0,0.0383073496659242,False
6,2,Monica Seles,0.03191138687306181,12.0,15.0,0.0227171492204899,True
6,2,Penn Jillette,0.06502572795974758,10.0,17.0,0.0028544243577545,False
6,2,Adam Carolla,0.06755696723762532,9.0,19.0,0.0375832540437678,False
6,2,Mario,0.24586326506484504,3.0,26.0,2.162534435261708,False
6,3,Cristian de la Fuente,0.08324631159631743,3.0,25.0,0.0123691722169362,False
6,3,Steve Guttenberg,0.03637774576953645,6.0,21.0,0.0109419600380589,True
6,3,Priscilla Presley,0.09280397937839847,2.0,26.0,0.1108468125594671,False
6,3,Marlee Matlin,0.08382916562692179,6.0,21.0,0.0356803044719314,False
6,3,Shannon Elizabeth,0.09318371631657683,4.0,24.0,0.1470028544243577,False
6,3,Marissa Jaret Winokur,0.08506813350243626,10.0,19.0,0.016650808753568,False
6,3,Jason Taylor,0.08727768736441503,5.0,23.0,0.0803996194100856,False
6,3,Kristi Yamaguchi,0.08775517486339571,1.0,27.0,0.0383073496659242,False
6,3,Adam Carolla,0.08425952161738248,6.0,21.0,0.0375832540437678,False
6,3,Mario,0.26619856396462177,6.0,21.0,2.162534435261708,False
6,4,Cristian de la Fuente,0.08963059096453893,4.0,26.0,0.0123691722169362,False
6,4,Priscilla Presley,0.09533077863914884,8.0,22.0,0.1108468125594671,False
6,4,Marlee Matlin,0.09031530521006949,5.0,24.0,0.0356803044719314,False
6,4,Shannon Elizabeth,0.10444991922956362,3.0,28.0,0.1470028544243577,False
6,4,Marissa Jaret Winokur,0.08854533089390669,5.0,24.0,0.016650808753568,False
6,4,Jason Taylor,0.1000215455760903,1.0,29.0,0.0803996194100856,False
6,4,Kristi Yamaguchi,0.09606234029774956,1.0,29.0,0.0383073496659242,False
6,4,Adam Carolla,0.04959428661693069,9.0,19.0,0.0375832540437678,True
6,4,Mario,0.28604990257200086,5.0,24.0,2.162534435261708,False
6,5,Cristian de la Fuente,0.09975023103508868,5.0,23.0,0.0123691722169362,False
6,5,Priscilla Presley,0.05286927936096494,8.0,21.0,0.1108468125594671,True
6,5,Marlee Matlin,0.10216733598353814,7.0,22.0,0.0356803044719314,False
6,5,Shannon Elizabeth,0.1105861448846468,5.0,23.0,0.1470028544243577,False
6,5,Marissa Jaret Winokur,0.09957972098417114,4.0,24.0,0.016650808753568,False
6,5,Jason Taylor,0.10739389548071747,2.0,27.0,0.0803996194100856,False
6,5,Kristi Yamaguchi,0.10638488596600815,1.0,29.0,0.0383073496659242,False
6,5,Mario,0.3212685063048665,2.0,27.0,2.162534435261708,False
