season,week,celebrity_name,vote_mean,prior_mean,vote_std,vote_CI_lower,vote_CI_upper,consistency_acceptance,consistency_mse,consistency_kl,is_eliminated
2,3,George Hamilton,0.12445795310565202,0.12286027739550398,0.1086447684753789,0.01113416329815814,0.4249378932536752,0.07466865783087549,0.002544337937835391,0.10195405846539332,False
2,3,Lisa Rinna,0.1245512370711677,0.1263686411474063,0.1064528989970562,0.010305767775228823,0.4128388407112621,0.07466865783087549,0.002544337937835391,0.10195405846539332,False
2,3,Stacy Keibler,0.12187276563060662,0.13873259309786373,0.11300093300465337,0.0047388538089899864,0.4256018416055876,0.07466865783087549,0.002544337937835391,0.10195405846539332,False
2,3,Jerry Rice,0.18433822195611765,0.11999503180649254,0.10710960152143008,0.04256061645079357,0.45321674521658634,0.07466865783087549,0.002544337937835391,0.10195405846539332,False
2,3,Giselle Fernandez,0.02000638004409295,0.12275974507385996,0.018976610341130927,0.00037077602933967486,0.0687363480201587,0.07466865783087549,0.002544337937835391,0.10195405846539332,True
2,3,Master P,0.18739462267722612,0.11510890366677154,0.11178334414383272,0.0435036313113558,0.46697742300505335,0.07466865783087549,0.002544337937835391,0.10195405846539332,False
2,3,Drew Lachey,0.11908951010852604,0.12757769112045353,0.11475911490783126,0.003513431845352671,0.42724257318146525,0.07466865783087549,0.002544337937835391,0.10195405846539332,False
2,4,Tia Carrere,0.14848005123827707,0.14390968252582018,0.12860715157721117,0.003903118781988951,0.48140705823912777,0.2,0.0012934460505959699,0.0440990904341602,False
2,4,George Hamilton,0.18364157012317966,0.13910085604032618,0.12357763315784456,0.019303378708239123,0.4866254875416119,0.2,0.0012934460505959699,0.0440990904341602,False
2,4,Lisa Rinna,0.14643637360600176,0.1459545699329838,0.12767552836023566,0.003782532018739491,0.45952038332698264,0.2,0.0012934460505959699,0.0440990904341602,False
2,4,Stacy Keibler,0.16282981665968121,0.1575805015957843,0.13296217839409624,0.006587851404699936,0.49245153061627034,0.2,0.0012934460505959699,0.0440990904341602,False
2,4,Jerry Rice,0.1628706542434759,0.142809067862248,0.12787329823363552,0.008145621109068862,0.4944660285914322,0.2,0.0012934460505959699,0.0440990904341602,False
2,4,Master P,0.04190026306385825,0.1230203116618726,0.03883922441504619,0.0006546486550167182,0.14285010304916146,0.2,0.0012934460505959699,0.0440990904341602,True
2,4,Drew Lachey,0.1538412710655254,0.14762501038096487,0.12887857976140868,0.0037396886212865154,0.47307754607704966,0.2,0.0012934460505959699,0.0440990904341602,False
2,5,Tia Carrere,0.07619422942151267,0.15952697220836026,0.0638404209167908,0.002619024234380166,0.2319091469963444,0.2,0.0015062469238820181,0.03309535872587596,True
2,5,George Hamilton,0.18207497466268274,0.16256005477969532,0.14354730044766265,0.006802533744625759,0.535420509448632,0.2,0.0015062469238820181,0.03309535872587596,False
2,5,Lisa Rinna,0.17390386825469603,0.16480147281583551,0.14515415855996755,0.005443936918017245,0.537483334778855,0.2,0.0015062469238820181,0.03309535872587596,False
2,5,Stacy Keibler,0.1917381819349301,0.1851718595073748,0.15111139857848277,0.007099834555452924,0.5489045436687188,0.2,0.0015062469238820181,0.03309535872587596,False
2,5,Jerry Rice,0.19981489404607874,0.1611258782465451,0.14680988725264157,0.009588817960111266,0.555384850515777,0.2,0.0015062469238820181,0.03309535872587596,False
2,5,Drew Lachey,0.1762738516800992,0.166813762442189,0.14896672398673563,0.005012376207875601,0.5412714229156254,0.2,0.0015062469238820181,0.03309535872587596,False
2,6,George Hamilton,0.07968683391122675,0.18984898811255735,0.06575963873300271,0.0016726983245732702,0.24239898339989585,0.2,0.003912396918394798,0.05821288175911445,True
2,6,Lisa Rinna,0.21732481034637424,0.1983128190677973,0.1620032502599919,0.010131858683778437,0.6009100627269502,0.2,0.003912396918394798,0.05821288175911445,False
2,6,Stacy Keibler,0.22560720350503183,0.21900888299643526,0.16761072464728444,0.0094034874795176,0.6341816113789078,0.2,0.003912396918394798,0.05821288175911445,False
2,6,Jerry Rice,0.2736592742476999,0.18986959809138096,0.15891333959260737,0.03721627295042605,0.6591293764541023,0.2,0.003912396918394798,0.05821288175911445,False
2,6,Drew Lachey,0.20372187798966696,0.20295971173182917,0.16208154492478213,0.00663770659278473,0.5953456328362756,0.2,0.003912396918394798,0.05821288175911445,False
2,7,Lisa Rinna,0.12290402124853797,0.24904417830299008,0.09147153315828471,0.0061342107176800015,0.34152227151655157,0.2,0.007874052724708858,0.06828262551092382,True
2,7,Stacy Keibler,0.26851861667674615,0.26953446055842506,0.1881561357679747,0.012675681595924426,0.7131428610008719,0.2,0.007874052724708858,0.06828262551092382,False
2,7,Jerry Rice,0.35550155811491707,0.23068829227106108,0.17935238511773316,0.06622954582873529,0.7486783242743998,0.2,0.007874052724708858,0.06828262551092382,False
2,7,Drew Lachey,0.2530758039597977,0.2507330688675238,0.18836360464979304,0.01189954314129749,0.6884480468815408,0.2,0.007874052724708858,0.06828262551092382,False
2,8,Stacy Keibler,0.3483791199399025,0.3507600900176273,0.22109612271533013,0.023124354013459636,0.8310985005452971,1.0,3.8801035097642596e-05,0.0001788587498952549,False
2,8,Jerry Rice,0.3283309901561348,0.31979545312540786,0.21649029027131814,0.019471182603198387,0.8038181060166318,1.0,3.8801035097642596e-05,0.0001788587498952549,False
2,8,Drew Lachey,0.3232898899039619,0.32944445685696483,0.2126658623970556,0.019510602726038315,0.7885625043390803,1.0,3.8801035097642596e-05,0.0001788587498952549,False
3,1,Harry Hamlin,0.09773010695381475,0.0874236681360605,0.08906142790349139,0.002334142562800543,0.3339878408135013,0.2,0.00045331824820113583,0.04202242212633288,False
3,1,Vivica A. Fox,0.09765384263098859,0.09053773758931447,0.0904915675667065,0.001916129245871452,0.3294525870309858,0.2,0.00045331824820113583,0.04202242212633288,False
3,1,Monique Coleman,0.09215386271998022,0.08867120242654078,0.08848286955307502,0.0023445955842427133,0.3240899087654075,0.2,0.00045331824820113583,0.04202242212633288,False
3,1,Joey Lawrence,0.09457071808681212,0.09028571515973217,0.09257619335648909,0.00150459203030796,0.35045977460369265,0.2,0.00045331824820113583,0.04202242212633288,False
3,1,Mario Lopez,0.09696520223898687,0.09466262361233621,0.09051627681870332,0.0022396170018678936,0.3386553315062259,0.2,0.00045331824820113583,0.04202242212633288,False
3,1,Emmitt Smith,0.09692323941874945,0.09180538505425039,0.09208098818441496,0.0019838917924375828,0.33920671224696247,0.2,0.00045331824820113583,0.04202242212633288,False
3,1,Shanna Moakler,0.0990737312626929,0.08831384448852525,0.08975462363255424,0.0023000104233384566,0.34050914512045605,0.2,0.00045331824820113583,0.04202242212633288,False
3,1,Willa Ford,0.09631094243104998,0.09099885896692474,0.09097262628397002,0.0023486589562420304,0.3302645501727629,0.2,0.00045331824820113583,0.04202242212633288,False
3,1,Sara Evans,0.11620976384888153,0.10605370925803809,0.095064156660522,0.006882376474354146,0.36298003522405464,0.2,0.00045331824820113583,0.04202242212633288,False
3,1,Jerry Springer,0.0948633418763643,0.08693617823169643,0.08575187637801802,0.0029572357778304926,0.3192987935601782,0.2,0.00045331824820113583,0.04202242212633288,False
3,1,Tucker Carlson,0.017545248531678985,0.084311077076581,0.013811874050893343,0.00037861888351530947,0.04948328943329787,0.2,0.00045331824820113583,0.04202242212633288,True
3,2,Harry Hamlin,0.11426220789425509,0.09629017771631357,0.09279269533224169,0.011572101273191101,0.35337485051290607,0.11883541295306001,0.0009043759911496,0.07155920830355185,False
3,2,Vivica A. Fox,0.10204096163329647,0.09815541888638969,0.09356141863874048,0.0042488860077196855,0.34891024306822954,0.11883541295306001,0.0009043759911496,0.07155920830355185,False
3,2,Monique Coleman,0.1014074164585459,0.09940187404657762,0.09429535989104865,0.002267082340314321,0.3340359444173144,0.11883541295306001,0.0009043759911496,0.07155920830355185,False
3,2,Joey Lawrence,0.10226206520695583,0.10166712712912915,0.09482588192927449,0.002491455419494157,0.3556025530986538,0.11883541295306001,0.0009043759911496,0.07155920830355185,False
3,2,Mario Lopez,0.11093431368298366,0.098058503564042,0.09036413387248611,0.012650412321297955,0.34622597733167454,0.11883541295306001,0.0009043759911496,0.07155920830355185,False
3,2,Emmitt Smith,0.10248853892759406,0.09817898838466348,0.0920521802960889,0.0038960740458070606,0.34313738443273273,0.11883541295306001,0.0009043759911496,0.07155920830355185,False
3,2,Shanna Moakler,0.009852701808539947,0.09720163433985138,0.00903074348838455,0.00023046366319140786,0.032513273512112854,0.11883541295306001,0.0009043759911496,0.07155920830355185,True
3,2,Willa Ford,0.1052517042625206,0.09803293697842792,0.09167456966402482,0.00573266570041344,0.34704295996971174,0.11883541295306001,0.0009043759911496,0.07155920830355185,False
3,2,Sara Evans,0.13019456310143748,0.11782039828800354,0.0996842197811126,0.014702187489776199,0.38145465992865746,0.11883541295306001,0.0009043759911496,0.07155920830355185,False
3,2,Jerry Springer,0.12130552702387086,0.09519294066660162,0.09204628173978736,0.021592523334279187,0.3694929204462751,0.11883541295306001,0.0009043759911496,0.07155920830355185,False
3,3,Harry Hamlin,0.01273718617997187,0.10740261597490039,0.01149337710680711,0.00021624683546245547,0.04173108754059293,0.1267427122940431,0.0011951527397516526,0.07535802911603509,True
3,3,Vivica A. Fox,0.10875784080544522,0.11117219665336958,0.10178646817015345,0.0025679279542715943,0.3701349868771038,0.1267427122940431,0.0011951527397516526,0.07535802911603509,False
3,3,Monique Coleman,0.11238168697339257,0.11117491306571795,0.1024668300883377,0.0034100617029103053,0.3803456793069935,0.1267427122940431,0.0011951527397516526,0.07535802911603509,False
3,3,Joey Lawrence,0.12236184771349673,0.10784025353843961,0.098804780138643,0.009209429088387434,0.3841558615117618,0.1267427122940431,0.0011951527397516526,0.07535802911603509,False
3,3,Mario Lopez,0.12224255909175247,0.10933208744509244,0.09819156956703973,0.008350880981730558,0.37489080609305714,0.1267427122940431,0.0011951527397516526,0.07535802911603509,False
3,3,Emmitt Smith,0.13445544178778537,0.10516535019750768,0.09841296255744986,0.025488196633695375,0.3896337299562758,0.1267427122940431,0.0011951527397516526,0.07535802911603509,False
3,3,Willa Ford,0.12105220662088463,0.10794686414534439,0.09887193613201029,0.009433389022811576,0.37403004864441824,0.1267427122940431,0.0011951527397516526,0.07535802911603509,False
3,3,Sara Evans,0.1416441457663032,0.13315707369866595,0.11352310333705942,0.00969011064207333,0.42896782282939966,0.1267427122940431,0.0011951527397516526,0.07535802911603509,False
3,3,Jerry Springer,0.12436708506096775,0.1068086452809619,0.09923011520138386,0.013610555950353855,0.38745694549529663,0.1267427122940431,0.0011951527397516526,0.07535802911603509,False
3,4,Vivica A. Fox,0.01637487816121855,0.12069311974700747,0.014333863773189418,0.0003048538413533835,0.051823775995410284,0.14678899082568808,0.0016643094374325033,0.08057997353188895,True
3,4,Monique Coleman,0.13539106673682688,0.12069610748500197,0.1067260300647489,0.011286812342886948,0.4170860517771836,0.14678899082568808,0.0016643094374325033,0.08057997353188895,False
3,4,Joey Lawrence,0.126450854459491,0.12377658739044453,0.10715810929386124,0.004301814100607444,0.4060385188686135,0.14678899082568808,0.0016643094374325033,0.08057997353188895,False
3,4,Mario Lopez,0.1277543147008926,0.127151610288327,0.11115006129802348,0.003970601374478083,0.40554711630254675,0.14678899082568808,0.0016643094374325033,0.08057997353188895,False
3,4,Emmitt Smith,0.13904055805537793,0.12072140585648614,0.11169112164741651,0.012108805194684331,0.43654948962970436,0.14678899082568808,0.0016643094374325033,0.08057997353188895,False
3,4,Willa Ford,0.13263420171416532,0.12476093613197423,0.11509992833995943,0.004403196799514881,0.43714791517187135,0.14678899082568808,0.0016643094374325033,0.08057997353188895,False
3,4,Sara Evans,0.17216710342161318,0.14306435232374934,0.11656067266417403,0.034392433604731695,0.45226517342520467,0.14678899082568808,0.0016643094374325033,0.08057997353188895,False
3,4,Jerry Springer,0.1501870227504152,0.11913588077700939,0.10978019324678796,0.02430028669245869,0.4367921323917227,0.14678899082568808,0.0016643094374325033,0.08057997353188895,False
3,5,Monique Coleman,0.1556379540023998,0.13942213543469714,0.11795169834028615,0.015322987872834096,0.4641641582918455,0.10749798441279226,0.0024881784000263542,0.09183008962259201,False
3,5,Joey Lawrence,0.1641701254640873,0.13784695572627786,0.11610003154220372,0.027188343963459576,0.45600148406757063,0.10749798441279226,0.0024881784000263542,0.09183008962259201,False
3,5,Mario Lopez,0.15516596845024735,0.1417774463999151,0.1180819321786195,0.018122902913630216,0.46773371979738293,0.10749798441279226,0.0024881784000263542,0.09183008962259201,False
3,5,Emmitt Smith,0.14933166510485196,0.1394502410817599,0.11559559386497702,0.014187568496608544,0.4576775839889805,0.10749798441279226,0.0024881784000263542,0.09183008962259201,False
3,5,Willa Ford,0.019429483207393614,0.14008479461090462,0.016946468254214437,0.000533120438183217,0.06164000451344056,0.10749798441279226,0.0024881784000263542,0.09183008962259201,True
3,5,Sara Evans,0.18455415453440027,0.16496438780517828,0.12085060147576951,0.03500324806899523,0.4817038196887447,0.10749798441279226,0.0024881784000263542,0.09183008962259201,False
3,5,Jerry Springer,0.17171064923662,0.13645403894126704,0.11637450150775398,0.03182198597047299,0.44869662179699416,0.10749798441279226,0.0024881784000263542,0.09183008962259201,False
3,6,Monique Coleman,0.18880557590927285,0.19787409708514742,0.15896551030558798,0.005467278654288171,0.5817165475210606,1.0,2.1361081546276385e-05,0.0002719690447660055,False
3,6,Joey Lawrence,0.20334904963077965,0.20074414265830703,0.1662136497691503,0.00556487058195944,0.6116308252649775,1.0,2.1361081546276385e-05,0.0002719690447660055,False
3,6,Mario Lopez,0.21498223750016904,0.21181477279507863,0.16745829176508145,0.008024768119666546,0.6305684009132291,1.0,2.1361081546276385e-05,0.0002719690447660055,False
3,6,Emmitt Smith,0.20280136742003138,0.2022295495322387,0.15972916812284602,0.009300039451755598,0.5859417733727392,1.0,2.1361081546276385e-05,0.0002719690447660055,False
3,6,Jerry Springer,0.19006176953974613,0.18733743792922825,0.1597353937618939,0.005941376478119799,0.5877519382524319,1.0,2.1361081546276385e-05,0.0002719690447660055,False
3,7,Monique Coleman,0.23871713755373578,0.19916947094669396,0.16679662291040032,0.017988328331715864,0.635931371756677,0.2,0.0050983314029462825,0.08777017683918101,False
3,7,Joey Lawrence,0.23730354049046637,0.20271119185547032,0.16438176746815222,0.0179168770742648,0.6385972389642497,0.2,0.0050983314029462825,0.08777017683918101,False
3,7,Mario Lopez,0.2359784488371255,0.20420245232475578,0.16767743616483405,0.01626595661000419,0.6347621249342423,0.2,0.0050983314029462825,0.08777017683918101,False
3,7,Emmitt Smith,0.23883539881974084,0.20203764229349108,0.16775312263672143,0.01852772626225072,0.6500581761471561,0.2,0.0050983314029462825,0.08777017683918101,False
3,7,Jerry Springer,0.04916547429893121,0.19187924257958897,0.037478438529762945,0.0019168960634893476,0.13806937256646915,0.2,0.0050983314029462825,0.08777017683918101,True
3,8,Monique Coleman,0.06768873972200574,0.2467980404048912,0.050611158944003094,0.0033570868136182774,0.1856751713355776,0.2,0.01071331350495726,0.11149752869595261,True
3,8,Joey Lawrence,0.31361580073420287,0.2490054932476144,0.18279737109126526,0.043982381307306286,0.7480157449570771,0.2,0.01071331350495726,0.11149752869595261,False
3,8,Mario Lopez,0.3085618337501657,0.2559819663515619,0.1822994514324875,0.0370128493830211,0.712580262386791,0.2,0.01071331350495726,0.11149752869595261,False
3,8,Emmitt Smith,0.3101336257936252,0.24821449999593248,0.18097749079779243,0.048869956171113185,0.7166906152304772,0.2,0.01071331350495726,0.11149752869595261,False
3,9,Joey Lawrence,0.3355818833516622,0.3324985825821812,0.21831951607747146,0.021746048796772416,0.8009371460114394,1.0,6.529121356215348e-06,2.950315147214229e-05,False
3,9,Mario Lopez,0.33605093687988374,0.3359605258969027,0.21926729751848265,0.02332519407550493,0.8107996535295139,1.0,6.529121356215348e-06,2.950315147214229e-05,False
3,9,Emmitt Smith,0.3283671797684534,0.33154089152091615,0.2198157451201996,0.02143742576739552,0.8118774305889649,1.0,6.529121356215348e-06,2.950315147214229e-05,False
3,10,Mario Lopez,0.5038400252519983,0.5028034684077224,0.25324630131657433,0.05777507008414299,0.9392327749513333,1.0,1.0744500914151986e-06,2.1489859578515975e-06,False
3,10,Emmitt Smith,0.4961599747480017,0.49719653159227756,0.25324630131657433,0.06076722504866677,0.9422249299158567,1.0,1.0744500914151986e-06,2.1489859578515975e-06,False
4,1,John Ratzenberger,0.09192615584803195,0.08972943485960433,0.08987715644947969,0.0011803417361595453,0.33524824953618987,1.0,5.156966478557575e-06,0.0003124578696348393,False
4,1,Ian Ziering,0.08897706912600854,0.0923563351523992,0.08763928188062053,0.0013892482020235906,0.32802684082944483,1.0,5.156966478557575e-06,0.0003124578696348393,False
4,1,Clyde Drexler,0.08717404954362264,0.089073341402646,0.08279971914406871,0.0015172078932279038,0.3030821697090048,1.0,5.156966478557575e-06,0.0003124578696348393,False
4,1,Laila Ali,0.09167779451706422,0.09369895440264672,0.08989612442298126,0.0014274993919477026,0.3429178731405593,1.0,5.156966478557575e-06,0.0003124578696348393,False
4,1,Apolo Anton Ohno,0.09268143086314647,0.09235818234034573,0.08892397211527808,0.002386185935497473,0.32741339208944487,1.0,5.156966478557575e-06,0.0003124578696348393,False
4,1,Shandi Finnessey,0.09389798597689643,0.09104350085380454,0.09001201152499495,0.001568003219710902,0.3292354291933944,1.0,5.156966478557575e-06,0.0003124578696348393,False
4,1,Paulina Porizkova,0.09034978813291189,0.09104558113329593,0.08763975399232013,0.00159312857130657,0.3221416309159181,1.0,5.156966478557575e-06,0.0003124578696348393,False
4,1,Heather Mills,0.08917813416908342,0.09079209285503198,0.08703900100743281,0.0015773810066666046,0.3177968028087353,1.0,5.156966478557575e-06,0.0003124578696348393,False
4,1,Billy Ray Cyrus,0.08555789857401984,0.08714963227803292,0.08593186955876085,0.0011658602412939175,0.316116525640358,1.0,5.156966478557575e-06,0.0003124578696348393,False
4,1,Joey Fatone,0.09626054881227193,0.09433168752209584,0.09322907716106353,0.0022065164775222287,0.34801480961082915,1.0,5.156966478557575e-06,0.0003124578696348393,False
4,1,Leeza Gibbons,0.09231914443694297,0.0884212572000969,0.08989065653366879,0.0017029986233958992,0.3229581487604595,1.0,5.156966478557575e-06,0.0003124578696348393,False
4,2,John Ratzenberger,0.10078489333433,0.09016030941742781,0.08626662707318322,0.006215303801290202,0.32543907849875653,0.1083717149823896,0.0007114399957833484,0.06788747355988457,False
4,2,Ian Ziering,0.09683653513074221,0.09071580034528254,0.08683250743865543,0.004392303375575688,0.31972209246553296,0.1083717149823896,0.0007114399957833484,0.06788747355988457,False
4,2,Clyde Drexler,0.113771035106863,0.08850597863085362,0.09024395534139279,0.02021803107510659,0.3492489382737066,0.1083717149823896,0.0007114399957833484,0.06788747355988457,False
4,2,Laila Ali,0.09578317899214361,0.09350358891990689,0.09156183981085275,0.0021108038657568383,0.3327991056801244,0.1083717149823896,0.0007114399957833484,0.06788747355988457,False
4,2,Apolo Anton Ohno,0.0952398641156423,0.09292286887264854,0.08914604271073377,0.0023005564630053455,0.33071145742134106,0.1083717149823896,0.0007114399957833484,0.06788747355988457,False
4,2,Shandi Finnessey,0.10268896464655941,0.08961171272687565,0.08325654057592527,0.011243779995220884,0.31531611480904415,0.1083717149823896,0.0007114399957833484,0.06788747355988457,False
4,2,Paulina Porizkova,0.008354212922316091,0.09016509834122191,0.007944928629570264,0.00019094016152805906,0.029904970493876065,0.1083717149823896,0.0007114399957833484,0.06788747355988457,True
4,2,Heather Mills,0.09460414451204555,0.09222120474247131,0.08770027574440424,0.002107516991295854,0.3268348472190059,0.1083717149823896,0.0007114399957833484,0.06788747355988457,False
4,2,Billy Ray Cyrus,0.09972443503356668,0.0902032215356514,0.0849394791708785,0.008336504866588702,0.3261294152691698,0.1083717149823896,0.0007114399957833484,0.06788747355988457,False
4,2,Joey Fatone,0.09429324289405999,0.09182672735984265,0.08861500974873654,0.0025936869688192392,0.3304543992836493,0.1083717149823896,0.0007114399957833484,0.06788747355988457,False
