season,week,celebrity_name,vote_mean,system_type
2,7,Stacy Keibler,0.30844360345461447,Rank
2,7,Jerry Rice,0.30079379642624876,Rank
2,7,Drew Lachey,0.24171560596115435,Rank
2,8,Stacy Keibler,0.3866966620266801,Rank
2,8,Jerry Rice,0.2978763779383838,Rank
2,8,Drew Lachey,0.31542696003493587,Rank
3,1,Harry Hamlin,0.08911586377655795,Percentile
3,1,Vivica A. Fox,0.09846185168373382,Percentile
3,1,Monique Coleman,0.09172256783401932,Percentile
3,1,Joey Lawrence,0.09552243172978542,Percentile
3,1,Mario Lopez,0.10851140058493412,Percentile
3,1,Emmitt Smith,0.09933026232268882,Percentile
3,1,Shanna Moakler,0.09113303916905244,Percentile
3,1,Willa Ford,0.09843118969187467,Percentile
3,1,Sara Evans,0.11513363445583905,Percentile
3,1,Jerry Springer,0.08871245334835444,Percentile
3,1,Tucker Carlson,0.023925305403160492,Percentile
3,2,Harry Hamlin,0.1074912026902902,Percentile
3,2,Vivica A. Fox,0.10392503724248173,Percentile
3,2,Monique Coleman,0.10559117033394116,Percentile
3,2,Joey Lawrence,0.1088648611577389,Percentile
3,2,Mario Lopez,0.10803409479044236,Percentile
3,2,Emmitt Smith,0.10252532496572185,Percentile
3,2,Shanna Moakler,0.01939346851614904,Percentile
3,2,Willa Ford,0.1054919139836685,Percentile
3,2,Sara Evans,0.13107900645760737,Percentile
3,2,Jerry Springer,0.10760391986195918,Percentile
3,3,Harry Hamlin,0.02382616636636104,Percentile
3,3,Vivica A. Fox,0.12377805553836672,Percentile
3,3,Monique Coleman,0.12039478006700544,Percentile
3,3,Joey Lawrence,0.11637421288527341,Percentile
3,3,Mario Lopez,0.11895233002202335,Percentile
3,3,Emmitt Smith,0.11989890901632304,Percentile
3,3,Willa Ford,0.11369366905050036,Percentile
3,3,Sara Evans,0.14678398592369607,Percentile
3,3,Jerry Springer,0.11629789113045053,Percentile
3,4,Vivica A. Fox,0.031209452685176803,Percentile
3,4,Monique Coleman,0.13248043627968098,Percentile
3,4,Joey Lawrence,0.12862551943694564,Percentile
3,4,Mario Lopez,0.139332678380232,Percentile
3,4,Emmitt Smith,0.13250719273024703,Percentile
3,4,Willa Ford,0.1356747396711383,Percentile
3,4,Sara Evans,0.16413258865074734,Percentile
3,4,Jerry Springer,0.13603739216583172,Percentile
3,5,Monique Coleman,0.15543461936857053,Percentile
3,5,Joey Lawrence,0.15807629390641648,Percentile
3,5,Mario Lopez,0.15783313803818005,Percentile
3,5,Emmitt Smith,0.14951030189969833,Percentile
3,5,Willa Ford,0.037529111608355675,Percentile
3,5,Sara Evans,0.18459989618938363,Percentile
3,5,Jerry Springer,0.15701663898939502,Percentile
3,6,Monique Coleman,0.19605575538232886,Percentile
3,6,Joey Lawrence,0.2048833555741656,Percentile
3,6,Mario Lopez,0.22841651202755697,Percentile
3,6,Emmitt Smith,0.2031567959366109,Percentile
3,6,Jerry Springer,0.1674875810793372,Percentile
3,7,Monique Coleman,0.22137205051946368,Percentile
3,7,Joey Lawrence,0.23360117013620513,Percentile
3,7,Mario Lopez,0.22809087743680517,Percentile
3,7,Emmitt Smith,0.23040143807020497,Percentile
3,7,Jerry Springer,0.08653446383732058,Percentile
3,8,Monique Coleman,0.12035137143113267,Percentile
3,8,Joey Lawrence,0.29184496457576536,Percentile
3,8,Mario Lopez,0.29691993186292986,Percentile
3,8,Emmitt Smith,0.29088373213017193,Percentile
3,9,Joey Lawrence,0.3322835721327597,Percentile
3,9,Mario Lopez,0.3380317510436814,Percentile
3,9,Emmitt Smith,0.3296846768235585,Percentile
3,10,Mario Lopez,0.5054105929446083,Percentile
3,10,Emmitt Smith,0.49458940705539145,Percentile
4,1,John Ratzenberger,0.08862292547757712,Percentile
4,1,Ian Ziering,0.09643620220085397,Percentile
4,1,Clyde Drexler,0.08207356612270549,Percentile
4,1,Laila Ali,0.10213376080262918,Percentile
4,1,Apolo Anton Ohno,0.09589620070364706,Percentile
4,1,Shandi Finnessey,0.09027470579556783,Percentile
4,1,Paulina Porizkova,0.09198665409987707,Percentile
4,1,Heather Mills,0.08847394319923353,Percentile
4,1,Billy Ray Cyrus,0.08008489841464257,Percentile
4,1,Joey Fatone,0.1034299489568584,Percentile
4,1,Leeza Gibbons,0.0805871942264074,Percentile
4,2,John Ratzenberger,0.09617443836919139,Percentile
4,2,Ian Ziering,0.09276273305114079,Percentile
4,2,Clyde Drexler,0.10371435447661373,Percentile
4,2,Laila Ali,0.09765161632759008,Percentile
4,2,Apolo Anton Ohno,0.10231038540596595,Percentile
4,2,Shandi Finnessey,0.09849505601473595,Percentile
4,2,Paulina Porizkova,0.01580738502492729,Percentile
4,2,Heather Mills,0.09866926146353058,Percentile
4,2,Billy Ray Cyrus,0.09782015504427125,Percentile
4,2,Joey Fatone,0.09857071573779339,Percentile
4,2,Leeza Gibbons,0.09802389908423974,Percentile
4,3,John Ratzenberger,0.10824646426003968,Percentile
4,3,Ian Ziering,0.11052624110621617,Percentile
4,3,Clyde Drexler,0.11733317967921614,Percentile
4,3,Laila Ali,0.10646754244303325,Percentile
4,3,Apolo Anton Ohno,0.10763894198155106,Percentile
4,3,Shandi Finnessey,0.019521288459145827,Percentile
4,3,Heather Mills,0.10982931381100243,Percentile
4,3,Billy Ray Cyrus,0.10561121549409469,Percentile
4,3,Joey Fatone,0.10683800800374034,Percentile
4,3,Leeza Gibbons,0.10798780476196096,Percentile
4,4,John Ratzenberger,0.11608497078434658,Percentile
4,4,Ian Ziering,0.12246579031925443,Percentile
4,4,Clyde Drexler,0.11795968772499425,Percentile
4,4,Laila Ali,0.11699465705892378,Percentile
4,4,Apolo Anton Ohno,0.1302620859550584,Percentile
4,4,Heather Mills,0.12200271954193105,Percentile
4,4,Billy Ray Cyrus,0.11226613611921964,Percentile
4,4,Joey Fatone,0.1328108656253018,Percentile
4,4,Leeza Gibbons,0.029153086870970096,Percentile
4,5,John Ratzenberger,0.12304364840444938,Percentile
4,5,Ian Ziering,0.1355955916400335,Percentile
4,5,Clyde Drexler,0.040198981092044714,Percentile
4,5,Laila Ali,0.15060734109597299,Percentile
4,5,Apolo Anton Ohno,0.15578137668488626,Percentile
4,5,Heather Mills,0.12893023338718876,Percentile
4,5,Billy Ray Cyrus,0.12225348433961995,Percentile
4,5,Joey Fatone,0.14358934335580423,Percentile
4,6,John Ratzenberger,0.15989184786858168,Percentile
4,6,Ian Ziering,0.15529659352471284,Percentile
4,6,Laila Ali,0.16071353478205042,Percentile
4,6,Apolo Anton Ohno,0.1627095857279787,Percentile
4,6,Heather Mills,0.041534301667607215,Percentile
4,6,Billy Ray Cyrus,0.16121743435935249,Percentile
4,6,Joey Fatone,0.15863670206971636,Percentile
4,7,John Ratzenberger,0.05958549466261908,Percentile
4,7,Ian Ziering,0.18126879837835394,Percentile
4,7,Laila Ali,0.1930429296075855,Percentile
4,7,Apolo Anton Ohno,0.18542737304946366,Percentile
4,7,Billy Ray Cyrus,0.18983627412225346,Percentile
4,7,Joey Fatone,0.19083913017972415,Percentile
4,8,Ian Ziering,0.2194431188895619,Percentile
4,8,Laila Ali,0.22236370121728197,Percentile
4,8,Apolo Anton Ohno,0.2409624201845582,Percentile
4,8,Billy Ray Cyrus,0.09034135995124695,Percentile
4,8,Joey Fatone,0.22688939975734998,Percentile
4,9,Ian Ziering,0.11796298836985349,Percentile
4,9,Laila Ali,0.29963240733814656,Percentile
4,9,Apolo Anton Ohno,0.2918236018412008,Percentile
4,9,Joey Fatone,0.2905810024507991,Percentile
4,10,Laila Ali,0.32554880453351814,Percentile
4,10,Apolo Anton Ohno,0.3428095443783877,Percentile
4,10,Joey Fatone,0.33164165108809557,Percentile
5,1,Cameron Mathison,0.08807278382892077,Percentile
5,1,Jane Seymour,0.09321623007505506,Percentile
5,1,Sabrina Bryan,0.09645348069083085,Percentile
5,1,Jennie Garth,0.08617163893267986,Percentile
5,1,Floyd Mayweather Jr. ,0.08536558241401448,Percentile
5,1,Josie Maran,0.018332568553937487,Percentile
5,1,Albert Reed,0.0865655179699825,Percentile
5,1,Helio Castroneves,0.0939098701121879,Percentile
5,1,Mel B,0.09063163790863145,Percentile
5,1,Wayne Newton,0.08444374463762502,Percentile
5,1,Marie Osmond,0.08928515254654353,Percentile
5,1,Mark Cuban,0.08755179232959166,Percentile
5,2,Cameron Mathison,0.09498858889567424,Percentile
5,2,Jane Seymour,0.09651420346327992,Percentile
5,2,Sabrina Bryan,0.09826260279238606,Percentile
5,2,Jennie Garth,0.09467968297518578,Percentile
5,2,Floyd Mayweather Jr. ,0.09681285604737819,Percentile
5,2,Albert Reed,0.01509946852798472,Percentile
5,2,Helio Castroneves,0.10157397566470033,Percentile
5,2,Mel B,0.09423682702469793,Percentile
5,2,Wayne Newton,0.109296137590225,Percentile
5,2,Marie Osmond,0.09792132960696888,Percentile
5,2,Mark Cuban,0.10061432741151878,Percentile
5,3,Cameron Mathison,0.10236692431813758,Percentile
5,3,Jane Seymour,0.11603388648195666,Percentile
5,3,Sabrina Bryan,0.11126688487026898,Percentile
5,3,Jennie Garth,0.1078397790831642,Percentile
5,3,Floyd Mayweather Jr. ,0.10695494284144536,Percentile
5,3,Helio Castroneves,0.10560844828937413,Percentile
5,3,Mel B,0.11033860740309971,Percentile
5,3,Wayne Newton,0.02596462631552131,Percentile
5,3,Marie Osmond,0.1089258406289036,Percentile
5,3,Mark Cuban,0.10470005976812767,Percentile
5,4,Cameron Mathison,0.12086597775024714,Percentile
5,4,Jane Seymour,0.12040621484973338,Percentile
5,4,Sabrina Bryan,0.12492011374483744,Percentile
5,4,Jennie Garth,0.12437386962731642,Percentile
5,4,Floyd Mayweather Jr. ,0.026666831746710935,Percentile
5,4,Helio Castroneves,0.11882224930479642,Percentile
5,4,Mel B,0.11834219199903456,Percentile
5,4,Marie Osmond,0.12097571826387842,Percentile
5,4,Mark Cuban,0.12462683271344545,Percentile
5,5,Cameron Mathison,0.1332078721729266,Percentile
5,5,Jane Seymour,0.13446097336320015,Percentile
5,5,Sabrina Bryan,0.13984756781448557,Percentile
5,5,Jennie Garth,0.13760450203395744,Percentile
5,5,Helio Castroneves,0.13661055138500128,Percentile
5,5,Mel B,0.14149966157669044,Percentile
5,5,Marie Osmond,0.14182763319091296,Percentile
5,5,Mark Cuban,0.03494123846282597,Percentile
5,6,Cameron Mathison,0.15763740759695732,Percentile
5,6,Jane Seymour,0.16032907222635742,Percentile
5,6,Sabrina Bryan,0.03976274089303896,Percentile
5,6,Jennie Garth,0.15713404622664703,Percentile
5,6,Helio Castroneves,0.15808902572309771,Percentile
5,6,Mel B,0.16408129834018464,Percentile
5,6,Marie Osmond,0.16296640899371725,Percentile
5,7,Cameron Mathison,0.1911902034701783,Percentile
5,7,Jane Seymour,0.055226384317884084,Percentile
5,7,Jennie Garth,0.18810785871648047,Percentile
5,7,Helio Castroneves,0.18589726900505119,Percentile
5,7,Mel B,0.19040108140212622,Percentile
5,7,Marie Osmond,0.18917720308827987,Percentile
5,8,Cameron Mathison,0.08026109450363364,Percentile
5,8,Jennie Garth,0.2251293213604024,Percentile
5,8,Helio Castroneves,0.2298460459860322,Percentile
5,8,Mel B,0.2289340190969765,Percentile
5,8,Marie Osmond,0.23582951905295463,Percentile
5,9,Jennie Garth,0.11650336686065026,Percentile
5,9,Helio Castroneves,0.2950746700482499,Percentile
5,9,Mel B,0.2930253493871986,Percentile
5,9,Marie Osmond,0.29539661370390047,Percentile
5,10,Helio Castroneves,0.3492185321257972,Percentile
5,10,Mel B,0.3520323060375517,Percentile
5,10,Marie Osmond,0.29874916183665096,Percentile
6,1,Cristian de la Fuente,0.013416378463340454,Percentile
6,1,Steve Guttenberg,0.012322263808995548,Percentile
6,1,Priscilla Presley,0.014236917116360572,Percentile
6,1,Marlee Matlin,0.013387945543908788,Percentile
6,1,Shannon Elizabeth,0.013643240606872938,Percentile
6,1,Marissa Jaret Winokur,0.011954298574034124,Percentile
6,1,Jason Taylor,0.01412914287621949,Percentile
6,1,Kristi Yamaguchi,0.014841583215476213,Percentile
6,1,Monica Seles,0.011157235079811166,Percentile
6,1,Penn Jillette,0.011559177457681964,Percentile
6,1,Adam Carolla,0.011608497634117683,Percentile
6,1,Mario,0.8577433196231792,Percentile
6,2,Cristian de la Fuente,0.01307989433182073,Percentile
6,2,Steve Guttenberg,0.013290731953889945,Percentile
6,2,Priscilla Presley,0.01231348736575482,Percentile
6,2,Marlee Matlin,0.013657360572171064,Percentile
6,2,Shannon Elizabeth,0.013986991880092616,Percentile
6,2,Marissa Jaret Winokur,0.012588963246533651,Percentile
6,2,Jason Taylor,0.014403036830713395,Percentile
6,2,Kristi Yamaguchi,0.015179436550918978,Percentile
6,2,Monica Seles,0.005511800449818206,Percentile
6,2,Penn Jillette,0.012222732886193216,Percentile
6,2,Adam Carolla,0.01251543983459477,Percentile
6,2,Mario,0.861250124097498,Percentile
6,3,Cristian de la Fuente,0.014657531850091107,Percentile
6,3,Steve Guttenberg,0.0041021676519028645,Percentile
6,3,Priscilla Presley,0.015581220611172073,Percentile
6,3,Marlee Matlin,0.016364266866889066,Percentile
6,3,Shannon Elizabeth,0.01476318808928185,Percentile
6,3,Marissa Jaret Winokur,0.023547418056194976,Percentile
6,3,Jason Taylor,0.014557174062460113,Percentile
6,3,Kristi Yamaguchi,0.015421894056416236,Percentile
6,3,Adam Carolla,0.0165129087183461,Percentile
6,3,Mario,0.864492230037244,Percentile
6,4,Cristian de la Fuente,0.016132990206282335,Percentile
6,4,Priscilla Presley,0.015450793566859447,Percentile
6,4,Marlee Matlin,0.014961673499370198,Percentile
6,4,Shannon Elizabeth,0.017138414909900743,Percentile
6,4,Marissa Jaret Winokur,0.015110038660766772,Percentile
6,4,Jason Taylor,0.016182405910106504,Percentile
6,4,Kristi Yamaguchi,0.01629246509511714,Percentile
6,4,Adam Carolla,0.009543983352756214,Percentile
6,4,Mario,0.8791872347988399,Percentile
6,5,Cristian de la Fuente,0.016584979574259657,Percentile
6,5,Priscilla Presley,0.007900293974581923,Percentile
6,5,Marlee Matlin,0.017490893186910376,Percentile
6,5,Shannon Elizabeth,0.016887492254977696,Percentile
6,5,Marissa Jaret Winokur,0.015541622362615103,Percentile
6,5,Jason Taylor,0.017174802591314566,Percentile
6,5,Kristi Yamaguchi,0.0186649251890772,Percentile
6,5,Mario,0.8897549908662645,Percentile
6,6,Cristian de la Fuente,0.017838939345072777,Percentile
6,6,Marlee Matlin,0.011404751798081281,Percentile
6,6,Shannon Elizabeth,0.018125265731441645,Percentile
6,6,Marissa Jaret Winokur,0.017787724204119053,Percentile
6,6,Jason Taylor,0.017481246849369463,Percentile
6,6,Kristi Yamaguchi,0.020254644854061536,Percentile
6,6,Mario,0.8971074272178563,Percentile
6,7,Cristian de la Fuente,0.03667440905433175,Percentile
6,7,Shannon Elizabeth,0.00859939780065944,Percentile
6,7,Marissa Jaret Winokur,0.022329308951785594,Percentile
6,7,Jason Taylor,0.020479371241588096,Percentile
6,7,Kristi Yamaguchi,0.020391202974270384,Percentile
6,7,Mario,0.8915263099773646,Percentile
6,9,Cristian de la Fuente,0.28914674880110247,Percentile
6,9,Marissa Jaret Winokur,0.12063779680181015,Percentile
6,9,Jason Taylor,0.2946385059964003,Percentile
6,9,Kristi Yamaguchi,0.2955769484006861,Percentile
6,10,Cristian de la Fuente,0.31406303130402446,Percentile
6,10,Jason Taylor,0.3395623511635298,Percentile
6,10,Kristi Yamaguchi,0.3463746175324451,Percentile
7,1,Ted McGinley,0.010280681446527147,Percentile
7,1,Cloris Leachman,0.07202014387457123,Percentile
7,1,Susan Lucci,0.06622953475697066,Percentile
7,1,Cody Linley,0.06635409516714749,Percentile
7,1,Misty May-Treanor,0.06627242716143247,Percentile
7,1,Maurice Greene,0.06479170343544799,Percentile
7,1,Warren Sapp,0.06660885136050822,Percentile
7,1,Jeffrey Ross,0.08477339221608973,Percentile
7,1,Toni Braxton,0.06756054627541587,Percentile
7,1,Lance Bass,0.06579657274438959,Percentile
7,1,Kim Kardashian,0.22968477139683002,Percentile
7,1,Rocco DiSpirito,0.06840683209653048,Percentile
7,1,Brooke Burke,0.071220448068139,Percentile
7,2,Cloris Leachman,0.09493714870092337,Percentile
7,2,Susan Lucci,0.10532255630545719,Percentile
7,2,Cody Linley,0.10297027514054757,Percentile
7,2,Misty May-Treanor,0.08285308998337276,Percentile
7,2,Maurice Greene,0.10221834420272062,Percentile
7,2,Warren Sapp,0.10904035201255814,Percentile
7,2,Toni Braxton,0.08410335599041545,Percentile
7,2,Lance Bass,0.09580278010395159,Percentile
7,2,Kim Kardashian,0.040275632440282594,Percentile
7,2,Rocco DiSpirito,0.07785242074863313,Percentile
7,2,Brooke Burke,0.10462404437113747,Percentile
7,3,Cloris Leachman,0.09398666588689383,Percentile
7,3,Susan Lucci,0.10863417391117951,Percentile
7,3,Cody Linley,0.10717499134609176,Percentile
7,3,Maurice Greene,0.11643582153832976,Percentile
7,3,Warren Sapp,0.11765770604436371,Percentile
7,3,Toni Braxton,0.10805179862014888,Percentile
7,3,Lance Bass,0.11223809772990358,Percentile
7,3,Rocco DiSpirito,0.10521247896239919,Percentile
7,3,Brooke Burke,0.13060826596069028,Percentile
7,4,Cloris Leachman,0.11720867314415818,Percentile
7,4,Susan Lucci,0.12174850135219716,Percentile
7,4,Cody Linley,0.12301704518286526,Percentile
7,4,Maurice Greene,0.1162095174284785,Percentile
7,4,Warren Sapp,0.11794656624022012,Percentile
7,4,Toni Braxton,0.11893389465219871,Percentile
7,4,Lance Bass,0.12714425222912884,Percentile
7,4,Rocco DiSpirito,0.02936125594041908,Percentile
7,4,Brooke Burke,0.1284302938303334,Percentile
7,5,Cloris Leachman,0.1379131798363374,Percentile
7,5,Susan Lucci,0.13524258278190857,Percentile
7,5,Cody Linley,0.1394437193265072,Percentile
7,5,Maurice Greene,0.13494361847019945,Percentile
7,5,Warren Sapp,0.13291205269747555,Percentile
7,5,Toni Braxton,0.032890958495149385,Percentile
7,5,Lance Bass,0.1402457606390548,Percentile
7,5,Brooke Burke,0.14640812775336726,Percentile
7,6,Cloris Leachman,0.05318389490703202,Percentile
7,6,Susan Lucci,0.1555790063671584,Percentile
7,6,Cody Linley,0.15342288589963135,Percentile
7,6,Maurice Greene,0.14911771880625374,Percentile
7,6,Warren Sapp,0.15975535938478547,Percentile
7,6,Lance Bass,0.16436728172859205,Percentile
7,6,Brooke Burke,0.1645738529065473,Percentile
7,7,Susan Lucci,0.05528531091966656,Percentile
7,7,Cody Linley,0.18665231443079788,Percentile
7,7,Maurice Greene,0.1874546300411325,Percentile
7,7,Warren Sapp,0.1897784353750055,Percentile
7,7,Lance Bass,0.18380064331817256,Percentile
7,7,Brooke Burke,0.19702866591522494,Percentile
7,8,Cody Linley,0.23163171056277623,Percentile
7,8,Maurice Greene,0.07996577744783742,Percentile
7,8,Warren Sapp,0.22891041427083061,Percentile
7,8,Lance Bass,0.22467387330603042,Percentile
7,8,Brooke Burke,0.23481822441252512,Percentile
7,9,Cody Linley,0.12388893146607664,Percentile
7,9,Warren Sapp,0.28743736624141425,Percentile
7,9,Lance Bass,0.2934895806676325,Percentile
7,9,Brooke Burke,0.29518412162487495,Percentile
7,10,Warren Sapp,0.3252972511816475,Percentile
7,10,Lance Bass,0.3225127942572668,Percentile
7,10,Brooke Burke,0.3521899545610842,Percentile
8,1,Gilles Marini,0.08502946699489275,Percentile
8,1,Denise Richards,0.07449059289869644,Percentile
8,1,David Alan Grier,0.07729829138494029,Percentile
8,1,Lawrence Taylor,0.07175663071737232,Percentile
8,1,Ty Murray,0.06819444600091489,Percentile
8,1,Shawn Johnson,0.08516248606818069,Percentile
8,1,Steve Wozniak,0.06420347169126504,Percentile
8,1,Belinda Carlisle,0.07362642924794684,Percentile
8,1,Chuck Wicks,0.08026167359151029,Percentile
8,1,Lil' Kim,0.08480149546918284,Percentile
8,1,Steve-O,0.07498271257514168,Percentile
8,1,Holly Madison,0.07585213485688203,Percentile
8,1,Melissa Rycroft,0.08434016850307374,Percentile
8,2,Gilles Marini,0.08600606944065481,Percentile
8,2,Denise Richards,0.07837114565716465,Percentile
8,2,David Alan Grier,0.08110993449214403,Percentile
8,2,Lawrence Taylor,0.0792234683569418,Percentile
8,2,Ty Murray,0.0780424549099505,Percentile
8,2,Shawn Johnson,0.08652854652549424,Percentile
8,2,Steve Wozniak,0.08070871474047267,Percentile
8,2,Belinda Carlisle,0.012118418026222107,Percentile
8,2,Chuck Wicks,0.07900134905105037,Percentile
8,2,Lil' Kim,0.08382070942417953,Percentile
8,2,Steve-O,0.08841239391250515,Percentile
8,2,Holly Madison,0.08227985365177064,Percentile
8,2,Melissa Rycroft,0.08437694181144867,Percentile
8,3,Gilles Marini,0.09163702967859082,Percentile
8,3,Denise Richards,0.016787605919343702,Percentile
8,3,David Alan Grier,0.08487587272950664,Percentile
8,3,Lawrence Taylor,0.08373601477083709,Percentile
8,3,Ty Murray,0.08445510134651311,Percentile
8,3,Shawn Johnson,0.0973320844147503,Percentile
8,3,Steve Wozniak,0.09824983935283133,Percentile
8,3,Chuck Wicks,0.0838965684362597,Percentile
8,3,Lil' Kim,0.09504259959980697,Percentile
8,3,Steve-O,0.08724639233246219,Percentile
8,3,Holly Madison,0.08426003480576096,Percentile
8,3,Melissa Rycroft,0.09248085661333746,Percentile
8,4,Gilles Marini,0.10815151534763881,Percentile
8,4,David Alan Grier,0.09260453441327177,Percentile
8,4,Lawrence Taylor,0.08788551831793902,Percentile
8,4,Ty Murray,0.10005500528887522,Percentile
8,4,Shawn Johnson,0.10068812927768991,Percentile
8,4,Steve Wozniak,0.02420379854541026,Percentile
8,4,Chuck Wicks,0.09212136152183613,Percentile
8,4,Lil' Kim,0.10717198102289517,Percentile
8,4,Steve-O,0.09029384257449997,Percentile
8,4,Holly Madison,0.08711733948323554,Percentile
8,4,Melissa Rycroft,0.10970697420670869,Percentile
8,5,Gilles Marini,0.12368389409648996,Percentile
8,5,David Alan Grier,0.024705308503174445,Percentile
8,5,Lawrence Taylor,0.12104121550172474,Percentile
8,5,Ty Murray,0.11950077360239496,Percentile
8,5,Shawn Johnson,0.12017689087535781,Percentile
8,5,Chuck Wicks,0.12026914652759385,Percentile
8,5,Lil' Kim,0.12501138836498793,Percentile
8,5,Steve-O,0.12615733925555295,Percentile
8,5,Melissa Rycroft,0.1194540432727235,Percentile
8,6,Gilles Marini,0.1410052469268134,Percentile
8,6,Lawrence Taylor,0.12973411052656672,Percentile
8,6,Ty Murray,0.12968571164685178,Percentile
8,6,Shawn Johnson,0.13934269443790007,Percentile
8,6,Chuck Wicks,0.13086006163385808,Percentile
8,6,Lil' Kim,0.1487573597153049,Percentile
8,6,Steve-O,0.04046320497799484,Percentile
8,6,Melissa Rycroft,0.14015161013471025,Percentile
8,7,Gilles Marini,0.1567134155318458,Percentile
8,7,Lawrence Taylor,0.047922239355909245,Percentile
8,7,Ty Murray,0.15557954111055985,Percentile
8,7,Shawn Johnson,0.16154050690569463,Percentile
8,7,Chuck Wicks,0.15289693965649764,Percentile
8,7,Lil' Kim,0.1634994772058109,Percentile
8,7,Melissa Rycroft,0.16184788023368155,Percentile
8,8,Gilles Marini,0.1857506164226519,Percentile
8,8,Ty Murray,0.18738036719372436,Percentile
8,8,Shawn Johnson,0.19091724232687496,Percentile
8,8,Chuck Wicks,0.05472964908189802,Percentile
8,8,Lil' Kim,0.1933937926714709,Percentile
8,8,Melissa Rycroft,0.18782833230338014,Percentile
8,9,Gilles Marini,0.22674808702719976,Percentile
8,9,Ty Murray,0.22852998781544698,Percentile
8,9,Shawn Johnson,0.23351254973570315,Percentile
8,9,Lil' Kim,0.0806846327881521,Percentile
8,9,Melissa Rycroft,0.23052474263349854,Percentile
8,10,Gilles Marini,0.29717010216044787,Percentile
8,10,Ty Murray,0.12672386742048766,Percentile
8,10,Shawn Johnson,0.28868782986890484,Percentile
8,10,Melissa Rycroft,0.2874182005501587,Percentile
8,11,Gilles Marini,0.33246348598790054,Percentile
8,11,Shawn Johnson,0.34089565301470287,Percentile
8,11,Melissa Rycroft,0.32664086099739614,Percentile
