celebrity_name,season,week,weekly_total,weekly_avg,judges_count,alive,eliminated_this_week,weekly_rank,score_percentile,age_group,us_born,week_progress,popularity_ratio
Drew Lachey,2,3,27.0,9.0,3,True,False,1.0,93.75,<30,True,0.375,0.0254515599343185
Drew Lachey,2,4,28.0,9.333333333333334,3,True,False,1.0,100.0,<30,True,0.5,0.0254515599343185
Drew Lachey,2,5,27.0,9.0,3,True,False,2.0,83.33333333333334,<30,True,0.625,0.0254515599343185
Drew Lachey,2,6,30.0,10.0,3,True,False,1.0,90.0,<30,True,0.75,0.0254515599343185
Drew Lachey,2,7,27.5,9.166666666666666,3,True,False,1.0,87.5,<30,True,0.875,0.0254515599343185
Drew Lachey,2,8,28.9998,9.6666,3,True,False,1.0,100.0,<30,True,1.0,0.0254515599343185
Kenny Mayne,2,1,13.0,4.333333333333333,3,True,True,9.0,20.0,40-49,True,0.125,0.0048899755501222
Harry Hamlin,3,1,17.0,5.666666666666667,3,True,False,8.0,36.36363636363637,50+,True,0.1,0.0067057837384744
Harry Hamlin,3,2,21.0,7.0,3,True,False,7.0,30.0,50+,True,0.2,0.0067057837384744
Harry Hamlin,3,3,22.0,7.333333333333333,3,True,True,4.0,50.0,50+,True,0.3,0.0067057837384744
Vivica A. Fox,3,1,22.0,7.333333333333333,3,True,False,3.0,77.27272727272727,40-49,True,0.1,0.000836820083682
Vivica A. Fox,3,2,24.0,8.0,3,True,False,3.0,75.0,40-49,True,0.2,0.000836820083682
Vivica A. Fox,3,3,27.0,9.0,3,True,False,1.0,94.44444444444444,40-49,True,0.3,0.000836820083682
Vivica A. Fox,3,4,24.0,8.0,3,True,True,4.0,50.0,40-49,True,0.4,0.000836820083682
Monique Coleman,3,1,19.0,6.333333333333333,3,True,False,6.0,54.54545454545454,<30,True,0.1,0.0108968985750209
Monique Coleman,3,2,26.0,8.666666666666666,3,True,False,2.0,90.0,<30,True,0.2,0.0108968985750209
Monique Coleman,3,3,27.0,9.0,3,True,False,1.0,94.44444444444444,<30,True,0.3,0.0108968985750209
Monique Coleman,3,4,24.0,8.0,3,True,False,4.0,50.0,<30,True,0.4,0.0108968985750209
Monique Coleman,3,5,27.0,9.0,3,True,False,1.0,78.57142857142857,<30,True,0.5,0.0108968985750209
Monique Coleman,3,6,23.0,7.666666666666667,3,True,False,4.0,40.0,<30,True,0.6,0.0108968985750209
Monique Coleman,3,7,27.0,9.0,3,True,False,4.0,40.0,<30,True,0.7,0.0108968985750209
Monique Coleman,3,8,26.5,8.833333333333334,3,True,True,4.0,25.0,<30,True,0.8,0.0108968985750209
Joey Lawrence,3,1,21.0,7.0,3,True,False,5.0,63.63636363636363,30-39,True,0.1,0.0778242677824267
Joey Lawrence,3,2,29.0,9.666666666666666,3,True,False,1.0,100.0,30-39,True,0.2,0.0778242677824267
Joey Lawrence,3,3,22.0,7.333333333333333,3,True,False,4.0,50.0,30-39,True,0.3,0.0778242677824267
Joey Lawrence,3,4,27.0,9.0,3,True,False,3.0,75.0,30-39,True,0.4,0.0778242677824267
Joey Lawrence,3,5,25.0,8.333333333333334,3,True,False,5.0,42.85714285714285,30-39,True,0.5,0.0778242677824267
Joey Lawrence,3,6,24.0,8.0,3,True,False,3.0,60.0,30-39,True,0.6,0.0778242677824267
Joey Lawrence,3,7,28.5,9.5,3,True,False,1.0,90.0,30-39,True,0.7,0.0778242677824267
Joey Lawrence,3,8,27.0,9.0,3,True,False,2.0,62.5,30-39,True,0.8,0.0778242677824267
Joey Lawrence,3,9,29.5,9.833333333333334,3,True,False,1.0,66.66666666666666,30-39,True,0.9,0.0778242677824267
Mario Lopez,3,1,26.0,8.666666666666666,3,True,False,1.0,100.0,30-39,True,0.1,0.1380753138075313
Mario Lopez,3,2,21.0,7.0,3,True,False,7.0,30.0,30-39,True,0.2,0.1380753138075313
Mario Lopez,3,3,22.0,7.333333333333333,3,True,False,4.0,50.0,30-39,True,0.3,0.1380753138075313
Mario Lopez,3,4,29.0,9.666666666666666,3,True,False,1.0,100.0,30-39,True,0.4,0.1380753138075313
Mario Lopez,3,5,27.0,9.0,3,True,False,1.0,78.57142857142857,30-39,True,0.5,0.1380753138075313
Mario Lopez,3,6,28.0,9.333333333333334,3,True,False,1.0,100.0,30-39,True,0.6,0.1380753138075313
Mario Lopez,3,7,28.0,9.333333333333334,3,True,False,3.0,60.0,30-39,True,0.7,0.1380753138075313
Mario Lopez,3,8,28.5,9.5,3,True,False,1.0,100.0,30-39,True,0.8,0.1380753138075313
Mario Lopez,3,9,29.5,9.833333333333334,3,True,False,1.0,66.66666666666666,30-39,True,0.9,0.1380753138075313
Mario Lopez,3,10,29.666600000000003,9.888866666666669,3,True,False,1.0,75.0,30-39,True,1.0,0.1380753138075313
Emmitt Smith,3,1,24.0,8.0,3,True,False,2.0,90.9090909090909,30-39,True,0.1,0.0259849119865884
Emmitt Smith,3,2,24.0,8.0,3,True,False,3.0,75.0,30-39,True,0.2,0.0259849119865884
Emmitt Smith,3,3,19.0,6.333333333333333,3,True,False,9.0,11.11111111111111,30-39,True,0.3,0.0259849119865884
Emmitt Smith,3,4,24.0,8.0,3,True,False,4.0,50.0,30-39,True,0.4,0.0259849119865884
Emmitt Smith,3,5,27.0,9.0,3,True,False,1.0,78.57142857142857,30-39,True,0.5,0.0259849119865884
Emmitt Smith,3,6,25.0,8.333333333333334,3,True,False,2.0,80.0,30-39,True,0.6,0.0259849119865884
Emmitt Smith,3,7,28.5,9.5,3,True,False,1.0,90.0,30-39,True,0.7,0.0259849119865884
Emmitt Smith,3,8,27.0,9.0,3,True,False,2.0,62.5,30-39,True,0.8,0.0259849119865884
Emmitt Smith,3,9,29.5,9.833333333333334,3,True,False,1.0,66.66666666666666,30-39,True,0.9,0.0259849119865884
Emmitt Smith,3,10,29.666600000000003,9.888866666666669,3,True,False,1.0,75.0,30-39,True,1.0,0.0259849119865884
Shanna Moakler,3,1,18.0,6.0,3,True,False,7.0,45.45454545454545,30-39,True,0.1,0.0686192468619247
Shanna Moakler,3,2,22.0,7.333333333333333,3,True,True,6.0,50.0,30-39,True,0.2,0.0686192468619247
Willa Ford,3,1,22.0,7.333333333333333,3,True,False,3.0,77.27272727272727,<30,True,0.1,0.0846605196982397
Willa Ford,3,2,23.0,7.666666666666667,3,True,False,5.0,60.0,<30,True,0.2,0.0846605196982397
Willa Ford,3,3,22.0,7.333333333333333,3,True,False,4.0,50.0,<30,True,0.3,0.0846605196982397
Willa Ford,3,4,28.0,9.333333333333334,3,True,False,2.0,87.5,<30,True,0.4,0.0846605196982397
Willa Ford,3,5,27.0,9.0,3,True,True,1.0,78.57142857142857,<30,True,0.5,0.0846605196982397
Sara Evans,3,1,15.0,5.0,3,True,False,10.0,18.181818181818183,30-39,True,0.1,0.3630203291384317
Sara Evans,3,2,21.0,7.0,3,True,False,7.0,30.0,30-39,True,0.2,0.3630203291384317
Sara Evans,3,3,25.0,8.333333333333334,3,True,False,3.0,77.77777777777779,30-39,True,0.3,0.3630203291384317
Sara Evans,3,4,20.0,6.666666666666667,3,True,False,8.0,12.5,30-39,True,0.4,0.3630203291384317
Sara Evans,3,5,24.0,8.0,3,True,True,6.0,21.428571428571427,30-39,True,0.5,0.3630203291384317
Jerry Springer,3,1,16.0,5.333333333333333,3,True,False,9.0,27.27272727272727,50+,False,0.1,0.0528080469404861
Jerry Springer,3,2,19.0,6.333333333333333,3,True,False,10.0,10.0,50+,False,0.2,0.0528080469404861
Jerry Springer,3,3,21.0,7.0,3,True,False,8.0,22.22222222222222,50+,False,0.3,0.0528080469404861
Jerry Springer,3,4,22.0,7.333333333333333,3,True,False,7.0,25.0,50+,False,0.4,0.0528080469404861
Jerry Springer,3,5,24.0,8.0,3,True,False,6.0,21.428571428571427,50+,False,0.5,0.0528080469404861
Jerry Springer,3,6,18.0,6.0,3,True,False,5.0,20.0,50+,False,0.6,0.0528080469404861
Jerry Springer,3,7,23.0,7.666666666666667,3,True,True,5.0,20.0,50+,False,0.7,0.0528080469404861
Tucker Carlson,3,1,12.0,4.0,3,True,True,11.0,9.090909090909092,30-39,True,0.1,0.0117351215423302
John Ratzenberger,4,1,17.0,5.666666666666667,3,True,False,8.0,36.36363636363637,50+,True,0.1,0.0087668030391583
John Ratzenberger,4,2,21.0,7.0,3,True,False,6.0,40.909090909090914,50+,True,0.2,0.0087668030391583
John Ratzenberger,4,3,20.0,6.666666666666667,3,True,False,9.0,20.0,50+,True,0.3,0.0087668030391583
John Ratzenberger,4,4,16.0,5.333333333333333,3,True,False,7.0,27.77777777777778,50+,True,0.4,0.0087668030391583
John Ratzenberger,4,5,18.0,6.0,3,True,False,6.0,37.5,50+,True,0.5,0.0087668030391583
John Ratzenberger,4,6,19.0,6.333333333333333,3,True,False,7.0,14.285714285714285,50+,True,0.6,0.0087668030391583
John Ratzenberger,4,7,22.5,7.5,3,True,True,5.0,33.33333333333333,50+,True,0.7,0.0087668030391583
Ian Ziering,4,1,21.0,7.0,3,True,False,3.0,77.27272727272727,40-49,True,0.1,0.0151603498542274
Ian Ziering,4,2,22.0,7.333333333333333,3,True,False,5.0,63.63636363636363,40-49,True,0.2,0.0151603498542274
Ian Ziering,4,3,24.0,8.0,3,True,False,1.0,85.0,40-49,True,0.3,0.0151603498542274
Ian Ziering,4,4,24.0,8.0,3,True,False,3.0,77.77777777777779,40-49,True,0.4,0.0151603498542274
Ian Ziering,4,5,24.0,8.0,3,True,False,4.0,62.5,40-49,True,0.5,0.0151603498542274
Ian Ziering,4,6,24.0,8.0,3,True,False,4.0,57.14285714285714,40-49,True,0.6,0.0151603498542274
Ian Ziering,4,7,27.0,9.0,3,True,False,3.0,58.333333333333336,40-49,True,0.7,0.0151603498542274
Ian Ziering,4,8,23.5,7.833333333333333,3,True,False,4.0,40.0,40-49,True,0.8,0.0151603498542274
Ian Ziering,4,9,29.0,9.666666666666666,3,True,True,4.0,25.0,40-49,True,0.9,0.0151603498542274
Clyde Drexler,4,1,16.0,5.333333333333333,3,True,False,9.0,27.27272727272727,40-49,True,0.1,0.0075978959672706
Clyde Drexler,4,2,18.0,6.0,3,True,False,11.0,9.090909090909092,40-49,True,0.2,0.0075978959672706
Clyde Drexler,4,3,16.0,5.333333333333333,3,True,False,10.0,10.0,40-49,True,0.3,0.0075978959672706
Clyde Drexler,4,4,15.0,5.0,3,True,False,9.0,11.11111111111111,40-49,True,0.4,0.0075978959672706
Clyde Drexler,4,5,13.0,4.333333333333333,3,True,True,8.0,12.5,40-49,True,0.5,0.0075978959672706
Laila Ali,4,1,23.0,7.666666666666667,3,True,False,2.0,90.9090909090909,<30,True,0.1,0.0315604909409701
Laila Ali,4,2,27.0,9.0,3,True,False,1.0,100.0,<30,True,0.2,0.0315604909409701
Laila Ali,4,3,21.0,7.0,3,True,False,6.0,40.0,<30,True,0.3,0.0315604909409701
Laila Ali,4,4,21.0,7.0,3,True,False,5.0,50.0,<30,True,0.4,0.0315604909409701
Laila Ali,4,5,28.0,9.333333333333334,3,True,False,2.0,87.5,<30,True,0.5,0.0315604909409701
Laila Ali,4,6,28.0,9.333333333333334,3,True,False,1.0,92.85714285714286,<30,True,0.6,0.0315604909409701
Laila Ali,4,7,29.5,9.833333333333334,3,True,False,1.0,91.66666666666666,<30,True,0.7,0.0315604909409701
Laila Ali,4,8,26.5,8.833333333333334,3,True,False,3.0,60.0,<30,True,0.8,0.0315604909409701
Laila Ali,4,9,30.0,10.0,3,True,False,1.0,87.5,<30,True,0.9,0.0315604909409701
Laila Ali,4,10,28.333200000000005,9.444400000000002,3,True,False,3.0,33.33333333333333,<30,True,1.0,0.0315604909409701
Apolo Anton Ohno,4,1,21.0,7.0,3,True,False,3.0,77.27272727272727,<30,True,0.1,0.0169491525423728
Apolo Anton Ohno,4,2,26.0,8.666666666666666,3,True,False,2.0,90.9090909090909,<30,True,0.2,0.0169491525423728
Apolo Anton Ohno,4,3,23.0,7.666666666666667,3,True,False,5.0,60.0,<30,True,0.3,0.0169491525423728
Apolo Anton Ohno,4,4,26.0,8.666666666666666,3,True,False,2.0,88.88888888888889,<30,True,0.4,0.0169491525423728
Apolo Anton Ohno,4,5,30.0,10.0,3,True,False,1.0,100.0,<30,True,0.5,0.0169491525423728
Apolo Anton Ohno,4,6,28.0,9.333333333333334,3,True,False,1.0,92.85714285714286,<30,True,0.6,0.0169491525423728
Apolo Anton Ohno,4,7,27.0,9.0,3,True,False,3.0,58.333333333333336,<30,True,0.7,0.0169491525423728
Apolo Anton Ohno,4,8,29.0,9.666666666666666,3,True,False,1.0,100.0,<30,True,0.8,0.0169491525423728
Apolo Anton Ohno,4,9,29.5,9.833333333333334,3,True,False,3.0,50.0,<30,True,0.9,0.0169491525423728
Apolo Anton Ohno,4,10,29.3332,9.777733333333334,3,True,False,1.0,100.0,<30,True,1.0,0.0169491525423728
Shandi Finnessey,4,1,19.0,6.333333333333333,3,True,False,5.0,59.09090909090909,<30,True,0.1,0.0134424313267095
Shandi Finnessey,4,2,20.0,6.666666666666667,3,True,False,10.0,18.181818181818183,<30,True,0.2,0.0134424313267095
Shandi Finnessey,4,3,21.0,7.0,3,True,True,6.0,40.0,<30,True,0.3,0.0134424313267095
Paulina Porizkova,4,1,19.0,6.333333333333333,3,True,False,5.0,59.09090909090909,40-49,False,0.1,0.015780245470485
Paulina Porizkova,4,2,21.0,7.0,3,True,True,6.0,40.909090909090914,40-49,False,0.2,0.015780245470485
Heather Mills,4,1,18.0,6.0,3,True,False,7.0,45.45454545454545,30-39,False,0.1,0.0800701344243132
Heather Mills,4,2,24.0,8.0,3,True,False,3.0,77.27272727272727,30-39,False,0.2,0.0800701344243132
Heather Mills,4,3,24.0,8.0,3,True,False,1.0,85.0,30-39,False,0.3,0.0800701344243132
Heather Mills,4,4,23.0,7.666666666666667,3,True,False,4.0,66.66666666666666,30-39,False,0.4,0.0800701344243132
Heather Mills,4,5,21.0,7.0,3,True,False,5.0,50.0,30-39,False,0.5,0.0800701344243132
Heather Mills,4,6,23.0,7.666666666666667,3,True,True,5.0,42.85714285714285,30-39,False,0.6,0.0800701344243132
Billy Ray Cyrus,4,1,13.0,4.333333333333333,3,True,False,11.0,9.090909090909092,40-49,True,0.1,0.0338983050847457
Billy Ray Cyrus,4,2,21.0,7.0,3,True,False,6.0,40.909090909090914,40-49,True,0.2,0.0338983050847457
Billy Ray Cyrus,4,3,21.0,7.0,3,True,False,6.0,40.0,40-49,True,0.3,0.0338983050847457
Billy Ray Cyrus,4,4,21.0,7.0,3,True,False,5.0,50.0,40-49,True,0.4,0.0338983050847457
Billy Ray Cyrus,4,5,17.0,5.666666666666667,3,True,False,7.0,25.0,40-49,True,0.5,0.0338983050847457
Billy Ray Cyrus,4,6,21.0,7.0,3,True,False,6.0,28.57142857142857,40-49,True,0.6,0.0338983050847457
Billy Ray Cyrus,4,7,19.0,6.333333333333333,3,True,False,6.0,16.666666666666664,40-49,True,0.7,0.0338983050847457
Billy Ray Cyrus,4,8,19.0,6.333333333333333,3,True,True,5.0,20.0,40-49,True,0.8,0.0338983050847457
Joey Fatone,4,1,24.0,8.0,3,True,False,1.0,100.0,30-39,True,0.1,0.021624780829924
Joey Fatone,4,2,24.0,8.0,3,True,False,3.0,77.27272727272727,30-39,True,0.2,0.021624780829924
Joey Fatone,4,3,24.0,8.0,3,True,False,1.0,85.0,30-39,True,0.3,0.021624780829924
Joey Fatone,4,4,28.0,9.333333333333334,3,True,False,1.0,100.0,30-39,True,0.4,0.021624780829924
Joey Fatone,4,5,25.0,8.333333333333334,3,True,False,3.0,75.0,30-39,True,0.5,0.021624780829924
Joey Fatone,4,6,27.0,9.0,3,True,False,3.0,71.42857142857143,30-39,True,0.6,0.021624780829924
Joey Fatone,4,7,29.5,9.833333333333334,3,True,False,1.0,91.66666666666666,30-39,True,0.7,0.021624780829924
Joey Fatone,4,8,27.5,9.166666666666666,3,True,False,2.0,80.0,30-39,True,0.8,0.021624780829924
Joey Fatone,4,9,30.0,10.0,3,True,False,1.0,87.5,30-39,True,0.9,0.021624780829924
Joey Fatone,4,10,28.6665,9.5555,3,True,False,2.0,66.66666666666666,30-39,True,1.0,0.021624780829924
Leeza Gibbons,4,1,15.0,5.0,3,True,False,10.0,18.181818181818183,50+,True,0.1,0.0140268848626534
Leeza Gibbons,4,2,21.0,7.0,3,True,False,6.0,40.909090909090914,50+,True,0.2,0.0140268848626534
Leeza Gibbons,4,3,24.0,8.0,3,True,False,1.0,85.0,50+,True,0.3,0.0140268848626534
Leeza Gibbons,4,4,16.0,5.333333333333333,3,True,True,7.0,27.77777777777778,50+,True,0.4,0.0140268848626534
Cameron Mathison,5,1,21.0,7.0,3,True,False,5.0,50.0,30-39,False,0.1,0.0101123595505617
Cameron Mathison,5,2,21.0,7.0,3,True,False,5.0,45.45454545454545,30-39,False,0.2,0.0101123595505617
Cameron Mathison,5,3,23.0,7.666666666666667,3,True,False,7.0,40.0,30-39,False,0.3,0.0101123595505617
Cameron Mathison,5,4,27.0,9.0,3,True,False,2.0,77.77777777777779,30-39,False,0.4,0.0101123595505617
Cameron Mathison,5,5,26.0,8.666666666666666,3,True,False,3.0,68.75,30-39,False,0.5,0.0101123595505617
Cameron Mathison,5,6,25.0,8.333333333333334,3,True,False,4.0,50.0,30-39,False,0.6,0.0101123595505617
Cameron Mathison,5,7,25.5,8.5,3,True,False,5.0,33.33333333333333,30-39,False,0.7,0.0101123595505617
Cameron Mathison,5,8,25.5,8.5,3,True,True,3.0,60.0,30-39,False,0.8,0.0101123595505617
Jane Seymour,5,1,24.0,8.0,3,True,False,3.0,79.16666666666666,50+,False,0.1,0.0634831460674157
Jane Seymour,5,2,21.0,7.0,3,True,False,5.0,45.45454545454545,50+,False,0.2,0.0634831460674157
Jane Seymour,5,3,27.0,9.0,3,True,False,1.0,90.0,50+,False,0.3,0.0634831460674157
Jane Seymour,5,4,26.0,8.666666666666666,3,True,False,5.0,44.44444444444444,50+,False,0.4,0.0634831460674157
Jane Seymour,5,5,26.0,8.666666666666666,3,True,False,3.0,68.75,50+,False,0.5,0.0634831460674157
Jane Seymour,5,6,22.0,7.333333333333333,3,True,False,7.0,14.285714285714285,50+,False,0.6,0.0634831460674157
Jane Seymour,5,7,25.0,8.333333333333334,3,True,True,6.0,16.666666666666664,50+,False,0.7,0.0634831460674157
Sabrina Bryan,5,1,26.0,8.666666666666666,3,True,False,1.0,100.0,<30,True,0.1,0.0623595505617977
Sabrina Bryan,5,2,26.0,8.666666666666666,3,True,False,2.0,90.9090909090909,<30,True,0.2,0.0623595505617977
Sabrina Bryan,5,3,27.0,9.0,3,True,False,1.0,90.0,<30,True,0.3,0.0623595505617977
Sabrina Bryan,5,4,30.0,10.0,3,True,False,1.0,100.0,<30,True,0.4,0.0623595505617977
Sabrina Bryan,5,5,28.0,9.333333333333334,3,True,False,2.0,87.5,<30,True,0.5,0.0623595505617977
Sabrina Bryan,5,6,25.0,8.333333333333334,3,True,True,4.0,50.0,<30,True,0.6,0.0623595505617977
Jennie Garth,5,1,21.0,7.0,3,True,False,5.0,50.0,30-39,True,0.1,0.0365168539325842
Jennie Garth,5,2,21.0,7.0,3,True,False,5.0,45.45454545454545,30-39,True,0.2,0.0365168539325842
Jennie Garth,5,3,26.0,8.666666666666666,3,True,False,4.0,65.0,30-39,True,0.3,0.0365168539325842
