celebrity_name,season,avg_score,score_std,weeks_survived,final_placement,top_3,age,industry,us_born,popularity_ratio
Leah Remini,17,8.29031935483871,0.7874053247418649,10,5,False,43,Actor/Actress,True,0.1314072693383038
Corbin Bleu,17,9.225479411764708,0.6599458573065858,11,2,True,24,Actor/Actress,True,0.1174277726001863
Amber Riley,17,9.230385294117646,0.9956362095879,11,1,True,27,Actor/Actress,True,0.0726933830382106
Keyshawn Johnson,17,5.833333333333333,0.372677996249965,2,12,False,41,Athlete,True,0.0223671947809878
Bill Engvall,17,7.573523529411765,0.7255675105650357,11,4,False,56,Comedian,True,0.048462255358807
Christina Milian,17,8.333333333333334,0.7888106377466155,5,9,False,31,Singer/Rapper,True,0.1416589002795899
"Nicole ""Snooki"" Polizzi",17,8.380952380952381,1.0454523047666735,7,8,False,25,TV Personality,False,0.0005512679162072
Jack Osbourne,17,8.705873529411765,0.8324058047076994,11,3,True,27,TV Personality,False,0.0456663560111835
Bill Nye,17,5.222222222222222,0.6285393610547089,3,11,False,57,TV Personality,True,0.2469711090400745
Billy Dee Williams,18,5.0,0.0,2,10,False,76,Actor/Actress,True,0.0549180327868852
Danica McKellar,18,8.833333333333334,0.699205898780101,8,6,False,39,Actor/Actress,True,0.1336065573770491
James Maslow,18,8.91891891891892,0.8343431913747639,10,4,False,23,Actor/Actress,True,0.1540983606557377
Candace Cameron Bure,18,8.32431891891892,0.804401817648785,10,3,True,37,Actor/Actress,True,0.030327868852459
Sean Avery,18,6.833333333333333,0.372677996249965,2,11,False,33,Athlete,False,0.0286885245901639
Diana Nyad,18,6.0,0.0,1,12,False,64,Athlete,True,0.0221311475409836
Charlie White,18,9.044117647058824,0.7109195273689305,9,5,False,26,Athlete,True,0.0770491803278688
Amy Purdy,18,9.166664864864863,0.7290608546936281,10,2,True,34,Athlete,True,0.1598360655737704
Meryl Davis,18,9.405405405405403,0.7519150131483002,10,1,True,27,Athlete,True,0.151639344262295
Drew Carey,18,7.5,0.6571287406727709,6,8,False,55,Comedian,True,0.1032786885245901
Cody Simpson,18,8.0,0.7453559924999299,5,9,False,17,Singer/Rapper,False,0.1696721311475409
NeNe Leakes,18,7.961538461538462,0.7195494974565273,7,7,False,46,TV Personality,True,0.1786885245901639
Antonio Sabato Jr.,19,7.125,0.6068801952845153,7,8,False,42,Actor/Actress,False,0.0005512679162072
Jonathan Bennett,19,7.166666666666667,0.8975274678557508,6,9,False,33,Actor/Actress,True,0.0421052631578947
Lea Thompson,19,8.472222222222221,0.6660877115712112,9,6,False,53,Actor/Actress,True,0.0894736842105263
Janel Parrish,19,9.04545,1.0389261913804868,11,3,True,25,Actor/Actress,True,0.0884210526315789
Alfonso Ribeiro,19,9.181818181818182,0.8297789210694856,11,1,True,42,Actor/Actress,True,0.1031578947368421
Lolo Jones,19,5.5,0.5,1,13,False,32,Athlete,True,0.0484210526315789
Randy Couture,19,7.083333333333333,0.6400954789890507,3,11,False,51,Athlete,True,0.0168421052631578
Tommy Chong,19,7.1625,0.773688406272189,10,5,False,76,Comedian,False,0.1052631578947368
Betsey Johnson,19,6.625,1.1110243021644486,4,10,False,72,Fashion Designer,True,0.1147368421052631
Michael Waltrip,19,6.40625,0.7849910429425294,8,7,False,51,Racing Driver,True,0.0305263157894736
Tavis Smiley,19,7.125,0.3307189138830738,2,12,False,50,Radio Personality,True,0.0147368421052631
Bethany Mota,19,9.011363636363637,0.7686221169584478,11,4,False,18,Social Media Personality,True,0.1989473684210526
Sadie Robertson,19,8.791663636363637,0.7866634567159144,11,2,True,17,TV Personality,True,0.2094736842105263
Suzanne Somers,20,6.7,0.458257569495584,5,9,False,68,Actor/Actress,True,0.1074983410749834
Willow Shields,20,8.482142857142858,1.1988248923212177,7,7,False,14,Actor/Actress,True,0.0842733908427339
Riker Lynch,20,9.075,0.9120718173477348,10,2,True,23,Actor/Actress,True,0.1114797611147976
Rumer Willis,20,9.0625,0.8230089610690761,10,1,True,26,Actor/Actress,True,0.212342402123424
Nastia Liukin,20,9.09722222222222,0.9228536994655674,9,4,False,25,Athlete,False,0.0583941605839416
Michael Sam,20,6.75,0.6614378277661477,4,10,False,25,Athlete,True,0.0570670205706702
Robert Herjavec,20,7.453125,0.8325354252973263,8,6,False,52,Entrepreneur,False,0.1353682813536828
Charlotte McKinney,20,5.833333333333333,0.6871842709362768,3,11,False,21,Model,True,0.2030524220305242
Noah Galloway,20,8.0125,1.1038993387080185,10,3,True,33,Motivational Speaker,True,0.0842733908427339
Redfoo,20,6.625,1.2183492931011204,2,12,False,39,Singer/Rapper,True,0.0338420703384207
Patti LaBelle,20,6.916666666666667,1.0274023338281628,6,8,False,70,Singer/Rapper,True,0.1181154611811546
Chris Soules,20,7.09375,1.0784646204210873,8,5,False,33,TV Personality,True,0.145985401459854
Gary Busey,21,5.576923076923077,0.5832981110808885,4,10,False,71,Actor/Actress,True,0.1572016460905349
Alexa PenaVega,21,8.549993333333331,1.130508538647787,9,6,False,27,Actor/Actress,True,0.0456397718011409
Carlos PenaVega,21,8.999994444444445,1.0452679969867495,11,4,False,26,Actor/Actress,True,0.0464547677261613
Victor Espinoza,21,5.583333333333333,0.6718548123582124,2,12,False,43,Athlete,False,0.0105949470252648
Alek Skarlatos,21,8.16666388888889,0.82214320196017,11,3,True,22,Military,True,0.0407497962510187
Chaka Khan,21,4.666666666666667,0.4714045207910317,2,13,False,62,Singer/Rapper,True,0.0497147514262428
Andy Grammer,21,8.25925185185185,1.1030589717187214,8,7,False,31,Singer/Rapper,True,0.1116544417277913
Tamar Braxton,21,8.533333333333333,0.9122621455602672,9,5,False,38,Singer/Rapper,True,0.1841890790546047
Nick Carter,21,9.11111111111111,0.8906233078822998,11,2,True,35,Singer/Rapper,True,0.1271393643031784
Hayes Grier,21,7.9375,0.8330728759638418,7,8,False,15,Social Media Personality,True,0.1434392828035859
Bindi Irwin,21,9.26388888888889,0.8935425059148239,11,1,True,17,TV Personality,False,0.28280358598207
Kim Zolciak-Biermann,21,5.083333333333333,1.0960788698304922,2,11,False,37,TV Personality,True,0.0016299918500407
Paula Deen,21,5.785714285714286,0.6281383789653772,6,9,False,68,TV Personality,True,0.2876935615321923
Mischa Barton,22,5.444444444444445,0.4969039949999532,3,11,False,30,Actor/Actress,False,0.10804224207961
Kim Fields,22,7.434782608695652,0.9125257331224068,7,8,False,46,Actor/Actress,True,0.1153533712428919
Jodie Sweetin,22,7.9423076923076925,1.146289356986633,8,6,False,34,Actor/Actress,True,0.1681559707554833
Doug Flutie,22,6.4,0.7348469228349535,6,9,False,53,Athlete,True,0.0771730300568643
Von Miller,22,7.478260869565218,0.8139845750803936,7,7,False,27,Athlete,True,0.1153533712428919
Antonio Brown,22,7.879310344827586,1.2363403477239698,9,5,False,27,Athlete,True,0.1283509341998375
Paige VanZant,22,8.67708125,0.993848374828091,10,2,True,22,Athlete,True,0.1535337124289195
Geraldo Rivera,22,4.333333333333333,0.4714045207910317,2,12,False,72,Journalist,True,0.0544272948822095
Nyle DiMarco,22,8.70311875,0.9962842752690808,10,1,True,26,Model,True,0.1307879772542648
Ginger Zee,22,8.463537500000001,1.0032321032387022,10,3,True,35,News Anchor,True,0.1153533712428919
Wanya Morris,22,8.53448275862069,0.909063884583729,9,4,False,42,Singer/Rapper,True,0.0219333874898456
Marla Maples,22,6.923076923076923,0.2664693550105964,4,10,False,52,TV Personality,True,0.1543460601137286
Jake T. Austin,23,5.75,0.4330127018922193,2,13,False,21,Actor/Actress,True,0.0005512679162072
Maureen McCormick,23,7.230769230769231,1.0022164785227217,7,8,False,60,Actor/Actress,True,0.1038251366120218
Marilu Henner,23,7.727272727272727,0.9381712472977408,9,6,False,64,Actor/Actress,True,0.058287795992714
Ryan Lochte,23,7.172413793103448,1.0444918090248936,8,7,False,32,Athlete,True,0.2768670309653916
Calvin Johnson Jr.,23,8.5083275,1.1486348601682566,11,3,True,30,Athlete,True,0.0005512679162072
