celebrity_name,season,week,weekly_total,weekly_avg,judges_count,alive,eliminated_this_week,weekly_rank,score_percentile,age_group,us_born,week_progress
Stacy Keibler,2,2,29.0,9.666666666666666,3,True,False,1.0,100.0,<30,True,0.25
Stacy Keibler,2,3,27.0,9.0,3,True,False,1.0,93.75,<30,True,0.375
Stacy Keibler,2,4,26.0,8.666666666666666,3,True,False,2.0,78.57142857142857,<30,True,0.5
Stacy Keibler,2,5,30.0,10.0,3,True,False,1.0,100.0,<30,True,0.625
Stacy Keibler,2,6,30.0,10.0,3,True,False,1.0,90.0,<30,True,0.75
Stacy Keibler,2,7,27.5,9.166666666666666,3,True,False,1.0,87.5,<30,True,0.875
Stacy Keibler,2,8,28.6665,9.5555,3,True,False,2.0,66.66666666666666,<30,True,1.0
Jerry Rice,2,1,21.0,7.0,3,True,False,5.0,60.0,40-49,True,0.125
Jerry Rice,2,2,23.0,7.666666666666667,3,True,False,4.0,66.66666666666666,40-49,True,0.25
Jerry Rice,2,3,19.0,6.333333333333333,3,True,False,7.0,25.0,40-49,True,0.375
Jerry Rice,2,4,24.0,8.0,3,True,False,5.0,42.857142857142854,40-49,True,0.5
Jerry Rice,2,5,23.0,7.666666666666667,3,True,False,5.0,33.33333333333333,40-49,True,0.625
Jerry Rice,2,6,23.0,7.666666666666667,3,True,False,4.0,30.0,40-49,True,0.75
Jerry Rice,2,7,20.5,6.833333333333333,3,True,False,4.0,25.0,40-49,True,0.875
Jerry Rice,2,8,26.666600000000003,8.888866666666667,3,True,False,3.0,33.33333333333333,40-49,True,1.0
Giselle Fernandez,2,1,23.0,7.666666666666667,3,True,False,2.0,85.0,40-49,False,0.125
Giselle Fernandez,2,2,24.0,8.0,3,True,False,3.0,77.77777777777779,40-49,False,0.25
Giselle Fernandez,2,3,22.0,7.333333333333333,3,True,True,5.0,43.75,40-49,False,0.375
Master P,2,1,12.0,4.0,3,True,False,10.0,10.0,30-39,True,0.125
Master P,2,2,16.0,5.333333333333333,3,True,False,9.0,11.11111111111111,30-39,True,0.25
Master P,2,3,14.0,4.666666666666667,3,True,False,8.0,12.5,30-39,True,0.375
Master P,2,4,8.0,2.6666666666666665,3,True,True,7.0,14.285714285714285,30-39,True,0.5
Drew Lachey,2,1,24.0,8.0,3,True,False,1.0,100.0,<30,True,0.125
Drew Lachey,2,2,27.0,9.0,3,True,False,2.0,88.88888888888889,<30,True,0.25
Drew Lachey,2,3,27.0,9.0,3,True,False,1.0,93.75,<30,True,0.375
Drew Lachey,2,4,28.0,9.333333333333334,3,True,False,1.0,100.0,<30,True,0.5
Drew Lachey,2,5,27.0,9.0,3,True,False,2.0,83.33333333333334,<30,True,0.625
Drew Lachey,2,6,30.0,10.0,3,True,False,1.0,90.0,<30,True,0.75
Drew Lachey,2,7,27.5,9.166666666666666,3,True,False,1.0,87.5,<30,True,0.875
Drew Lachey,2,8,28.9998,9.6666,3,True,False,1.0,100.0,<30,True,1.0
Kenny Mayne,2,1,13.0,4.333333333333333,3,True,True,9.0,20.0,40-49,True,0.125
Harry Hamlin,3,1,17.0,5.666666666666667,3,True,False,8.0,36.36363636363637,50+,True,0.1
Harry Hamlin,3,2,21.0,7.0,3,True,False,7.0,30.0,50+,True,0.2
Harry Hamlin,3,3,22.0,7.333333333333333,3,True,True,4.0,50.0,50+,True,0.3
Vivica A. Fox,3,1,22.0,7.333333333333333,3,True,False,3.0,77.27272727272727,40-49,True,0.1
Vivica A. Fox,3,2,24.0,8.0,3,True,False,3.0,75.0,40-49,True,0.2
Vivica A. Fox,3,3,27.0,9.0,3,True,False,1.0,94.44444444444444,40-49,True,0.3
Vivica A. Fox,3,4,24.0,8.0,3,True,True,4.0,50.0,40-49,True,0.4
Monique Coleman,3,1,19.0,6.333333333333333,3,True,False,6.0,54.54545454545454,<30,True,0.1
Monique Coleman,3,2,26.0,8.666666666666666,3,True,False,2.0,90.0,<30,True,0.2
Monique Coleman,3,3,27.0,9.0,3,True,False,1.0,94.44444444444444,<30,True,0.3
Monique Coleman,3,4,24.0,8.0,3,True,False,4.0,50.0,<30,True,0.4
Monique Coleman,3,5,27.0,9.0,3,True,False,1.0,78.57142857142857,<30,True,0.5
Monique Coleman,3,6,23.0,7.666666666666667,3,True,False,4.0,40.0,<30,True,0.6
Monique Coleman,3,7,27.0,9.0,3,True,False,4.0,40.0,<30,True,0.7
Monique Coleman,3,8,26.5,8.833333333333334,3,True,True,4.0,25.0,<30,True,0.8
Joey Lawrence,3,1,21.0,7.0,3,True,False,5.0,63.63636363636363,30-39,True,0.1
Joey Lawrence,3,2,29.0,9.666666666666666,3,True,False,1.0,100.0,30-39,True,0.2
Joey Lawrence,3,3,22.0,7.333333333333333,3,True,False,4.0,50.0,30-39,True,0.3
Joey Lawrence,3,4,27.0,9.0,3,True,False,3.0,75.0,30-39,True,0.4
Joey Lawrence,3,5,25.0,8.333333333333334,3,True,False,5.0,42.857142857142854,30-39,True,0.5
Joey Lawrence,3,6,24.0,8.0,3,True,False,3.0,60.0,30-39,True,0.6
Joey Lawrence,3,7,28.5,9.5,3,True,False,1.0,90.0,30-39,True,0.7
Joey Lawrence,3,8,27.0,9.0,3,True,False,2.0,62.5,30-39,True,0.8
Joey Lawrence,3,9,29.5,9.833333333333334,3,True,False,1.0,66.66666666666666,30-39,True,0.9
Mario Lopez,3,1,26.0,8.666666666666666,3,True,False,1.0,100.0,30-39,True,0.1
Mario Lopez,3,2,21.0,7.0,3,True,False,7.0,30.0,30-39,True,0.2
Mario Lopez,3,3,22.0,7.333333333333333,3,True,False,4.0,50.0,30-39,True,0.3
Mario Lopez,3,4,29.0,9.666666666666666,3,True,False,1.0,100.0,30-39,True,0.4
Mario Lopez,3,5,27.0,9.0,3,True,False,1.0,78.57142857142857,30-39,True,0.5
Mario Lopez,3,6,28.0,9.333333333333334,3,True,False,1.0,100.0,30-39,True,0.6
Mario Lopez,3,7,28.0,9.333333333333334,3,True,False,3.0,60.0,30-39,True,0.7
Mario Lopez,3,8,28.5,9.5,3,True,False,1.0,100.0,30-39,True,0.8
Mario Lopez,3,9,29.5,9.833333333333334,3,True,False,1.0,66.66666666666666,30-39,True,0.9
Mario Lopez,3,10,29.666600000000003,9.888866666666667,3,True,False,1.0,75.0,30-39,True,1.0
Emmitt Smith,3,1,24.0,8.0,3,True,False,2.0,90.9090909090909,30-39,True,0.1
Emmitt Smith,3,2,24.0,8.0,3,True,False,3.0,75.0,30-39,True,0.2
Emmitt Smith,3,3,19.0,6.333333333333333,3,True,False,9.0,11.11111111111111,30-39,True,0.3
Emmitt Smith,3,4,24.0,8.0,3,True,False,4.0,50.0,30-39,True,0.4
Emmitt Smith,3,5,27.0,9.0,3,True,False,1.0,78.57142857142857,30-39,True,0.5
Emmitt Smith,3,6,25.0,8.333333333333334,3,True,False,2.0,80.0,30-39,True,0.6
Emmitt Smith,3,7,28.5,9.5,3,True,False,1.0,90.0,30-39,True,0.7
Emmitt Smith,3,8,27.0,9.0,3,True,False,2.0,62.5,30-39,True,0.8
Emmitt Smith,3,9,29.5,9.833333333333334,3,True,False,1.0,66.66666666666666,30-39,True,0.9
Emmitt Smith,3,10,29.666600000000003,9.888866666666667,3,True,False,1.0,75.0,30-39,True,1.0
Shanna Moakler,3,1,18.0,6.0,3,True,False,7.0,45.45454545454545,30-39,True,0.1
Shanna Moakler,3,2,22.0,7.333333333333333,3,True,True,6.0,50.0,30-39,True,0.2
Willa Ford,3,1,22.0,7.333333333333333,3,True,False,3.0,77.27272727272727,<30,True,0.1
Willa Ford,3,2,23.0,7.666666666666667,3,True,False,5.0,60.0,<30,True,0.2
Willa Ford,3,3,22.0,7.333333333333333,3,True,False,4.0,50.0,<30,True,0.3
Willa Ford,3,4,28.0,9.333333333333334,3,True,False,2.0,87.5,<30,True,0.4
Willa Ford,3,5,27.0,9.0,3,True,True,1.0,78.57142857142857,<30,True,0.5
Sara Evans,3,1,15.0,5.0,3,True,False,10.0,18.181818181818183,30-39,True,0.1
Sara Evans,3,2,21.0,7.0,3,True,False,7.0,30.0,30-39,True,0.2
Sara Evans,3,3,25.0,8.333333333333334,3,True,False,3.0,77.77777777777779,30-39,True,0.3
Sara Evans,3,4,20.0,6.666666666666667,3,True,False,8.0,12.5,30-39,True,0.4
Sara Evans,3,5,24.0,8.0,3,True,True,6.0,21.428571428571427,30-39,True,0.5
Jerry Springer,3,1,16.0,5.333333333333333,3,True,False,9.0,27.27272727272727,50+,False,0.1
Jerry Springer,3,2,19.0,6.333333333333333,3,True,False,10.0,10.0,50+,False,0.2
Jerry Springer,3,3,21.0,7.0,3,True,False,8.0,22.22222222222222,50+,False,0.3
Jerry Springer,3,4,22.0,7.333333333333333,3,True,False,7.0,25.0,50+,False,0.4
Jerry Springer,3,5,24.0,8.0,3,True,False,6.0,21.428571428571427,50+,False,0.5
Jerry Springer,3,6,18.0,6.0,3,True,False,5.0,20.0,50+,False,0.6
Jerry Springer,3,7,23.0,7.666666666666667,3,True,True,5.0,20.0,50+,False,0.7
Tucker Carlson,3,1,12.0,4.0,3,True,True,11.0,9.090909090909092,30-39,True,0.1
John Ratzenberger,4,1,17.0,5.666666666666667,3,True,False,8.0,36.36363636363637,50+,True,0.1
John Ratzenberger,4,2,21.0,7.0,3,True,False,6.0,40.909090909090914,50+,True,0.2
John Ratzenberger,4,3,20.0,6.666666666666667,3,True,False,9.0,20.0,50+,True,0.3
John Ratzenberger,4,4,16.0,5.333333333333333,3,True,False,7.0,27.77777777777778,50+,True,0.4
John Ratzenberger,4,5,18.0,6.0,3,True,False,6.0,37.5,50+,True,0.5
John Ratzenberger,4,6,19.0,6.333333333333333,3,True,False,7.0,14.285714285714285,50+,True,0.6
John Ratzenberger,4,7,22.5,7.5,3,True,True,5.0,33.33333333333333,50+,True,0.7
Ian Ziering,4,1,21.0,7.0,3,True,False,3.0,77.27272727272727,40-49,True,0.1
Ian Ziering,4,2,22.0,7.333333333333333,3,True,False,5.0,63.63636363636363,40-49,True,0.2
Ian Ziering,4,3,24.0,8.0,3,True,False,1.0,85.0,40-49,True,0.3
Ian Ziering,4,4,24.0,8.0,3,True,False,3.0,77.77777777777779,40-49,True,0.4
Ian Ziering,4,5,24.0,8.0,3,True,False,4.0,62.5,40-49,True,0.5
Ian Ziering,4,6,24.0,8.0,3,True,False,4.0,57.14285714285714,40-49,True,0.6
Ian Ziering,4,7,27.0,9.0,3,True,False,3.0,58.333333333333336,40-49,True,0.7
Ian Ziering,4,8,23.5,7.833333333333333,3,True,False,4.0,40.0,40-49,True,0.8
Ian Ziering,4,9,29.0,9.666666666666666,3,True,True,4.0,25.0,40-49,True,0.9
Clyde Drexler,4,1,16.0,5.333333333333333,3,True,False,9.0,27.27272727272727,40-49,True,0.1
Clyde Drexler,4,2,18.0,6.0,3,True,False,11.0,9.090909090909092,40-49,True,0.2
Clyde Drexler,4,3,16.0,5.333333333333333,3,True,False,10.0,10.0,40-49,True,0.3
Clyde Drexler,4,4,15.0,5.0,3,True,False,9.0,11.11111111111111,40-49,True,0.4
Clyde Drexler,4,5,13.0,4.333333333333333,3,True,True,8.0,12.5,40-49,True,0.5
Laila Ali,4,1,23.0,7.666666666666667,3,True,False,2.0,90.9090909090909,<30,True,0.1
Laila Ali,4,2,27.0,9.0,3,True,False,1.0,100.0,<30,True,0.2
Laila Ali,4,3,21.0,7.0,3,True,False,6.0,40.0,<30,True,0.3
Laila Ali,4,4,21.0,7.0,3,True,False,5.0,50.0,<30,True,0.4
Laila Ali,4,5,28.0,9.333333333333334,3,True,False,2.0,87.5,<30,True,0.5
Laila Ali,4,6,28.0,9.333333333333334,3,True,False,1.0,92.85714285714286,<30,True,0.6
Laila Ali,4,7,29.5,9.833333333333334,3,True,False,1.0,91.66666666666666,<30,True,0.7
Laila Ali,4,8,26.5,8.833333333333334,3,True,False,3.0,60.0,<30,True,0.8
Laila Ali,4,9,30.0,10.0,3,True,False,1.0,87.5,<30,True,0.9
Laila Ali,4,10,28.333200000000005,9.444400000000002,3,True,False,3.0,33.33333333333333,<30,True,1.0
Apolo Anton Ohno,4,1,21.0,7.0,3,True,False,3.0,77.27272727272727,<30,True,0.1
Apolo Anton Ohno,4,2,26.0,8.666666666666666,3,True,False,2.0,90.9090909090909,<30,True,0.2
Apolo Anton Ohno,4,3,23.0,7.666666666666667,3,True,False,5.0,60.0,<30,True,0.3
Apolo Anton Ohno,4,4,26.0,8.666666666666666,3,True,False,2.0,88.88888888888889,<30,True,0.4
Apolo Anton Ohno,4,5,30.0,10.0,3,True,False,1.0,100.0,<30,True,0.5
Apolo Anton Ohno,4,6,28.0,9.333333333333334,3,True,False,1.0,92.85714285714286,<30,True,0.6
Apolo Anton Ohno,4,7,27.0,9.0,3,True,False,3.0,58.333333333333336,<30,True,0.7
Apolo Anton Ohno,4,8,29.0,9.666666666666666,3,True,False,1.0,100.0,<30,True,0.8
Apolo Anton Ohno,4,9,29.5,9.833333333333334,3,True,False,3.0,50.0,<30,True,0.9
Apolo Anton Ohno,4,10,29.3332,9.777733333333334,3,True,False,1.0,100.0,<30,True,1.0
Shandi Finnessey,4,1,19.0,6.333333333333333,3,True,False,5.0,59.09090909090909,<30,True,0.1
Shandi Finnessey,4,2,20.0,6.666666666666667,3,True,False,10.0,18.181818181818183,<30,True,0.2
Shandi Finnessey,4,3,21.0,7.0,3,True,True,6.0,40.0,<30,True,0.3
Paulina Porizkova,4,1,19.0,6.333333333333333,3,True,False,5.0,59.09090909090909,40-49,False,0.1
Paulina Porizkova,4,2,21.0,7.0,3,True,True,6.0,40.909090909090914,40-49,False,0.2
Heather Mills,4,1,18.0,6.0,3,True,False,7.0,45.45454545454545,30-39,False,0.1
Heather Mills,4,2,24.0,8.0,3,True,False,3.0,77.27272727272727,30-39,False,0.2
Heather Mills,4,3,24.0,8.0,3,True,False,1.0,85.0,30-39,False,0.3
Heather Mills,4,4,23.0,7.666666666666667,3,True,False,4.0,66.66666666666666,30-39,False,0.4
Heather Mills,4,5,21.0,7.0,3,True,False,5.0,50.0,30-39,False,0.5
Heather Mills,4,6,23.0,7.666666666666667,3,True,True,5.0,42.857142857142854,30-39,False,0.6
Billy Ray Cyrus,4,1,13.0,4.333333333333333,3,True,False,11.0,9.090909090909092,40-49,True,0.1
Billy Ray Cyrus,4,2,21.0,7.0,3,True,False,6.0,40.909090909090914,40-49,True,0.2
Billy Ray Cyrus,4,3,21.0,7.0,3,True,False,6.0,40.0,40-49,True,0.3
Billy Ray Cyrus,4,4,21.0,7.0,3,True,False,5.0,50.0,40-49,True,0.4
Billy Ray Cyrus,4,5,17.0,5.666666666666667,3,True,False,7.0,25.0,40-49,True,0.5
Billy Ray Cyrus,4,6,21.0,7.0,3,True,False,6.0,28.57142857142857,40-49,True,0.6
Billy Ray Cyrus,4,7,19.0,6.333333333333333,3,True,False,6.0,16.666666666666664,40-49,True,0.7
Billy Ray Cyrus,4,8,19.0,6.333333333333333,3,True,True,5.0,20.0,40-49,True,0.8
Joey Fatone,4,1,24.0,8.0,3,True,False,1.0,100.0,30-39,True,0.1
Joey Fatone,4,2,24.0,8.0,3,True,False,3.0,77.27272727272727,30-39,True,0.2
Joey Fatone,4,3,24.0,8.0,3,True,False,1.0,85.0,30-39,True,0.3
Joey Fatone,4,4,28.0,9.333333333333334,3,True,False,1.0,100.0,30-39,True,0.4
Joey Fatone,4,5,25.0,8.333333333333334,3,True,False,3.0,75.0,30-39,True,0.5
Joey Fatone,4,6,27.0,9.0,3,True,False,3.0,71.42857142857143,30-39,True,0.6
Joey Fatone,4,7,29.5,9.833333333333334,3,True,False,1.0,91.66666666666666,30-39,True,0.7
Joey Fatone,4,8,27.5,9.166666666666666,3,True,False,2.0,80.0,30-39,True,0.8
Joey Fatone,4,9,30.0,10.0,3,True,False,1.0,87.5,30-39,True,0.9
Joey Fatone,4,10,28.6665,9.5555,3,True,False,2.0,66.66666666666666,30-39,True,1.0
Leeza Gibbons,4,1,15.0,5.0,3,True,False,10.0,18.181818181818183,50+,True,0.1
Leeza Gibbons,4,2,21.0,7.0,3,True,False,6.0,40.909090909090914,50+,True,0.2
Leeza Gibbons,4,3,24.0,8.0,3,True,False,1.0,85.0,50+,True,0.3
Leeza Gibbons,4,4,16.0,5.333333333333333,3,True,True,7.0,27.77777777777778,50+,True,0.4
Cameron Mathison,5,1,21.0,7.0,3,True,False,5.0,50.0,30-39,False,0.1
Cameron Mathison,5,2,21.0,7.0,3,True,False,5.0,45.45454545454545,30-39,False,0.2
Cameron Mathison,5,3,23.0,7.666666666666667,3,True,False,7.0,40.0,30-39,False,0.3
Cameron Mathison,5,4,27.0,9.0,3,True,False,2.0,77.77777777777779,30-39,False,0.4
Cameron Mathison,5,5,26.0,8.666666666666666,3,True,False,3.0,68.75,30-39,False,0.5
Cameron Mathison,5,6,25.0,8.333333333333334,3,True,False,4.0,50.0,30-39,False,0.6
Cameron Mathison,5,7,25.5,8.5,3,True,False,5.0,33.33333333333333,30-39,False,0.7
Cameron Mathison,5,8,25.5,8.5,3,True,True,3.0,60.0,30-39,False,0.8
Jane Seymour,5,1,24.0,8.0,3,True,False,3.0,79.16666666666666,50+,False,0.1
Jane Seymour,5,2,21.0,7.0,3,True,False,5.0,45.45454545454545,50+,False,0.2
Jane Seymour,5,3,27.0,9.0,3,True,False,1.0,90.0,50+,False,0.3
Jane Seymour,5,4,26.0,8.666666666666666,3,True,False,5.0,44.44444444444444,50+,False,0.4
Jane Seymour,5,5,26.0,8.666666666666666,3,True,False,3.0,68.75,50+,False,0.5
Jane Seymour,5,6,22.0,7.333333333333333,3,True,False,7.0,14.285714285714285,50+,False,0.6
Jane Seymour,5,7,25.0,8.333333333333334,3,True,True,6.0,16.666666666666664,50+,False,0.7
Sabrina Bryan,5,1,26.0,8.666666666666666,3,True,False,1.0,100.0,<30,True,0.1
Sabrina Bryan,5,2,26.0,8.666666666666666,3,True,False,2.0,90.9090909090909,<30,True,0.2
Sabrina Bryan,5,3,27.0,9.0,3,True,False,1.0,90.0,<30,True,0.3
Sabrina Bryan,5,4,30.0,10.0,3,True,False,1.0,100.0,<30,True,0.4
Sabrina Bryan,5,5,28.0,9.333333333333334,3,True,False,2.0,87.5,<30,True,0.5
Sabrina Bryan,5,6,25.0,8.333333333333334,3,True,True,4.0,50.0,<30,True,0.6
Jennie Garth,5,1,21.0,7.0,3,True,False,5.0,50.0,30-39,True,0.1
Jennie Garth,5,2,21.0,7.0,3,True,False,5.0,45.45454545454545,30-39,True,0.2
Jennie Garth,5,3,26.0,8.666666666666666,3,True,False,4.0,65.0,30-39,True,0.3
Jennie Garth,5,4,27.0,9.0,3,True,False,2.0,77.77777777777779,30-39,True,0.4
Jennie Garth,5,5,25.0,8.333333333333334,3,True,False,5.0,50.0,30-39,True,0.5
Jennie Garth,5,6,27.0,9.0,3,True,False,3.0,71.42857142857143,30-39,True,0.6
Jennie Garth,5,7,26.5,8.833333333333334,3,True,False,2.0,83.33333333333334,30-39,True,0.7
Jennie Garth,5,8,25.0,8.333333333333334,3,True,False,4.0,40.0,30-39,True,0.8
Jennie Garth,5,9,29.0,9.666666666666666,3,True,True,3.0,50.0,30-39,True,0.9
Floyd Mayweather Jr. ,5,1,18.0,6.0,3,True,False,11.0,16.666666666666664,30-39,True,0.1
Floyd Mayweather Jr. ,5,2,21.0,7.0,3,True,False,5.0,45.45454545454545,30-39,True,0.2
Floyd Mayweather Jr. ,5,3,21.0,7.0,3,True,False,8.0,30.0,30-39,True,0.3
Floyd Mayweather Jr. ,5,4,23.0,7.666666666666667,3,True,True,8.0,22.22222222222222,30-39,True,0.4
Josie Maran,5,1,16.0,5.333333333333333,3,True,True,12.0,8.333333333333332,<30,True,0.1
Albert Reed,5,1,21.0,7.0,3,True,False,5.0,50.0,<30,True,0.1
Albert Reed,5,2,21.0,7.0,3,True,True,5.0,45.45454545454545,<30,True,0.2
Helio Castroneves,5,1,25.0,8.333333333333334,3,True,False,2.0,91.66666666666666,30-39,False,0.1
Helio Castroneves,5,2,27.0,9.0,3,True,False,1.0,100.0,30-39,False,0.2
Helio Castroneves,5,3,24.0,8.0,3,True,False,6.0,50.0,30-39,False,0.3
Helio Castroneves,5,4,27.0,9.0,3,True,False,2.0,77.77777777777779,30-39,False,0.4
Helio Castroneves,5,5,23.0,7.666666666666667,3,True,False,6.0,37.5,30-39,False,0.5
Helio Castroneves,5,6,28.0,9.333333333333334,3,True,False,2.0,85.71428571428571,30-39,False,0.6
Helio Castroneves,5,7,26.0,8.666666666666666,3,True,False,3.0,58.333333333333336,30-39,False,0.7
Helio Castroneves,5,8,28.5,9.5,3,True,False,1.0,100.0,30-39,False,0.8
Helio Castroneves,5,9,30.0,10.0,3,True,False,1.0,87.5,30-39,False,0.9
Helio Castroneves,5,10,27.999900000000004,9.333300000000001,3,True,False,2.0,66.66666666666666,30-39,False,1.0
Mel B,5,1,24.0,8.0,3,True,False,3.0,79.16666666666666,30-39,False,0.1
Mel B,5,2,23.0,7.666666666666667,3,True,False,4.0,72.72727272727273,30-39,False,0.2
Mel B,5,3,27.0,9.0,3,True,False,1.0,90.0,30-39,False,0.3
Mel B,5,4,26.0,8.666666666666666,3,True,False,5.0,44.44444444444444,30-39,False,0.4
Mel B,5,5,29.0,9.666666666666666,3,True,False,1.0,100.0,30-39,False,0.5
Mel B,5,6,30.0,10.0,3,True,False,1.0,100.0,30-39,False,0.6
Mel B,5,7,27.0,9.0,3,True,False,1.0,100.0,30-39,False,0.7
Mel B,5,8,28.0,9.333333333333334,3,True,False,2.0,80.0,30-39,False,0.8
Mel B,5,9,30.0,10.0,3,True,False,1.0,87.5,30-39,False,0.9
Mel B,5,10,28.333199999999998,9.4444,3,True,False,1.0,100.0,30-39,False,1.0
Wayne Newton,5,1,19.0,6.333333333333333,3,True,False,10.0,25.0,50+,True,0.1
Wayne Newton,5,2,15.0,5.0,3,True,False,11.0,9.090909090909092,50+,True,0.2
Wayne Newton,5,3,18.0,6.0,3,True,True,10.0,10.0,50+,True,0.3
Marie Osmond,5,1,21.0,7.0,3,True,False,5.0,50.0,40-49,True,0.1
Marie Osmond,5,2,24.0,8.0,3,True,False,3.0,81.81818181818183,40-49,True,0.2
Marie Osmond,5,3,26.0,8.666666666666666,3,True,False,4.0,65.0,40-49,True,0.3
Marie Osmond,5,4,26.0,8.666666666666666,3,True,False,5.0,44.44444444444444,40-49,True,0.4
Marie Osmond,5,5,21.0,7.0,3,True,False,7.0,18.75,40-49,True,0.5
Marie Osmond,5,6,23.0,7.666666666666667,3,True,False,6.0,28.57142857142857,40-49,True,0.6
Marie Osmond,5,7,26.0,8.666666666666666,3,True,False,3.0,58.333333333333336,40-49,True,0.7
Marie Osmond,5,8,24.5,8.166666666666666,3,True,False,5.0,20.0,40-49,True,0.8
Marie Osmond,5,9,28.0,9.333333333333334,3,True,False,4.0,25.0,40-49,True,0.9
